videogames,videogamesLabel,fictionalUniverseLabel,followsLabel,followedByLabel,basedOnLabel
http://www.wikidata.org/entity/Q1105711,Codename: Panzers,,,,
http://www.wikidata.org/entity/Q1113535,Denaris,,,,
http://www.wikidata.org/entity/Q1113998,Pokémon Battrio,,,,
http://www.wikidata.org/entity/Q1114413,Worms: The Director's Cut,,,,
http://www.wikidata.org/entity/Q1080921,Might and Magic VIII: Day of the Destroyer,,Might and Magic VII: For Blood and Honor,Might and Magic IX,
http://www.wikidata.org/entity/Q1108749,Bubble Symphony,,Bubble Bobble,Bubble Memories,
http://www.wikidata.org/entity/Q1087397,Serious Sam 2,,Serious Sam: The First Encounter,Serious Sam 3: BFE,
http://www.wikidata.org/entity/Q1078509,One Piece: Grand Battle!,,,,
http://www.wikidata.org/entity/Q1081217,Metal Gear Solid: Digital Graphic Novel,,,,
http://www.wikidata.org/entity/Q1083047,Majin and the Forsaken Kingdom,,,,
http://www.wikidata.org/entity/Q1087235,Imperivm: Great Battles of Rome,,,,
http://www.wikidata.org/entity/Q1091004,Super Robot Wars A,,,,
http://www.wikidata.org/entity/Q1091789,Tom Clancy's Ghost Recon: Shadow Wars,,,,
http://www.wikidata.org/entity/Q1095949,Clash of Steel,,,,
http://www.wikidata.org/entity/Q1101863,Clive Barker's Undying,,,,
http://www.wikidata.org/entity/Q1102128,Yoomurjak's Ring,,,,
http://www.wikidata.org/entity/Q1105706,Codename Eagle,,,,
http://www.wikidata.org/entity/Q1107109,Weiß Schwarz,,,,
http://www.wikidata.org/entity/Q1090793,CS2D,,,,Counter-Strike
http://www.wikidata.org/entity/Q1093995,Prehistorik 2,,Prehistorik,,
http://www.wikidata.org/entity/Q1114758,Alien Breed: Tower Assault,,Alien Breed II: The Horror Continues,Alien Breed 3D,
http://www.wikidata.org/entity/Q1097146,Initial D Arcade Stage 4,,,,Initial D
http://www.wikidata.org/entity/Q1088142,Chrono Cross,,Radical Dreamers,,
http://www.wikidata.org/entity/Q1081036,Rocket Ranger,,,,
http://www.wikidata.org/entity/Q1089369,Captain Comic,,,,
http://www.wikidata.org/entity/Q1090190,F-1 Race,,,,
http://www.wikidata.org/entity/Q1092945,Battlefield 2: Modern Combat,,,,
http://www.wikidata.org/entity/Q1101241,Warriors Orochi 3,,,,
http://www.wikidata.org/entity/Q1107526,Aiyoku no Eustia,,,,
http://www.wikidata.org/entity/Q1108806,King Arthur: The Role-Playing Wargame,,,,
http://www.wikidata.org/entity/Q1114108,Alien Breed II: The Horror Continues,,Alien Breed,Alien Breed: Tower Assault,
http://www.wikidata.org/entity/Q1077719,Front Mission Evolved,,,,
http://www.wikidata.org/entity/Q1089254,Doctor Lautrec and the Forgotten Knights,,,,
http://www.wikidata.org/entity/Q1101152,Another Century's Episode Portable,,,,
http://www.wikidata.org/entity/Q1107727,Dreamkiller,,,,
http://www.wikidata.org/entity/Q1109914,Pokémon Puzzle League,,,,
http://www.wikidata.org/entity/Q1110216,Project-X,,,,
http://www.wikidata.org/entity/Q1114451,Addiction Pinball,,,,
http://www.wikidata.org/entity/Q1108633,Kim Possible: Legend of the Monkey’s Eye,Kim Possible universe,,,
http://www.wikidata.org/entity/Q1079127,Traffic Giant,,,,
http://www.wikidata.org/entity/Q1081495,CSPromod,,,,
http://www.wikidata.org/entity/Q1090998,Pure Pure Mimi to Shippo no Monogatari,,,,
http://www.wikidata.org/entity/Q1098180,Battle Kid: Fortress of Peril,,,,
http://www.wikidata.org/entity/Q1109587,TwinBee Yahho!,,,,
http://www.wikidata.org/entity/Q1113003,Pokémon Trozei!,,,,
http://www.wikidata.org/entity/Q1113356,Atelier Meruru: The Apprentice of Arland,,,,
http://www.wikidata.org/entity/Q1113555,Combat Arms,,,,
http://www.wikidata.org/entity/Q1091127,Oddworld: Munch's Oddysee,,Oddworld: Abe's Exoddus,Oddworld: Stranger's Wrath,
http://www.wikidata.org/entity/Q1105683,Kat's Run: All Japan K-Car Championship,,,,
http://www.wikidata.org/entity/Q1114596,Space Quest V,,Space Quest IV,Space Quest 6,
http://www.wikidata.org/entity/Q1077080,Dungeon Keeper 2,,Dungeon Keeper,,
http://www.wikidata.org/entity/Q1083081,Might and Magic VII: For Blood and Honor,,Might and Magic VI: The Mandate of Heaven,Might and Magic VIII: Day of the Destroyer,
http://www.wikidata.org/entity/Q1112104,Ace Combat 5: The Unsung War,,Ace Combat 04: Shattered Skies,,
http://www.wikidata.org/entity/Q1114167,Just Cause 2,,Just Cause,Just Cause 3,
http://www.wikidata.org/entity/Q1083444,Kingdom Hearts Coded,Universe of Kingdom Hearts,,,
http://www.wikidata.org/entity/Q1618401,King's Quest V,,King's Quest IV,King's Quest VI,
http://www.wikidata.org/entity/Q1584514,Q1584514,,,,
http://www.wikidata.org/entity/Q1598641,Q1598641,,,,
http://www.wikidata.org/entity/Q1619246,Hind,,,,
http://www.wikidata.org/entity/Q1642809,Detroit,,,,
http://www.wikidata.org/entity/Q1597696,Shadowkeep,,,,
http://www.wikidata.org/entity/Q1605807,Formula One 04,,,,
http://www.wikidata.org/entity/Q1605942,War of the Monsters,,,,
http://www.wikidata.org/entity/Q1617336,Hidden & Dangerous 2,,,,
http://www.wikidata.org/entity/Q1617792,High Noon,,,,
http://www.wikidata.org/entity/Q1620251,Viva Piñata: Trouble in Paradise,,,,
http://www.wikidata.org/entity/Q1628944,Neverwinter Nights,,,,
http://www.wikidata.org/entity/Q1630875,Track & Field,,,,
http://www.wikidata.org/entity/Q1632811,San Francisco Rush 2049,,,,
http://www.wikidata.org/entity/Q1638636,Line Rider,,,,
http://www.wikidata.org/entity/Q1643499,The Dark Eye,,,,
http://www.wikidata.org/entity/Q1645386,Parasol Henbee,,,,
http://www.wikidata.org/entity/Q1648458,Omega Boost,,,,
http://www.wikidata.org/entity/Q1648994,Bugs Bunny in Double Trouble,,,,
http://www.wikidata.org/entity/Q1592267,Head over Heels,,,,
http://www.wikidata.org/entity/Q1633977,Forsaken,,,,
http://www.wikidata.org/entity/Q1607957,Herbert,,,,
http://www.wikidata.org/entity/Q1583764,Dear Esther,,,,
http://www.wikidata.org/entity/Q1592239,Head On,,,,
http://www.wikidata.org/entity/Q1617739,Crash Bandicoot Nitro Kart 3D,,,,
http://www.wikidata.org/entity/Q1627493,Metal Slug,,,,
http://www.wikidata.org/entity/Q1633410,Wasteland 2,,,,
http://www.wikidata.org/entity/Q1634660,Future Wars,,,,
http://www.wikidata.org/entity/Q1635057,Gynoug,,,,
http://www.wikidata.org/entity/Q1634991,Operation Thunderbolt,,,,
http://www.wikidata.org/entity/Q1635462,Wario Land II,,,,
http://www.wikidata.org/entity/Q1639855,Toonstruck,,,,
http://www.wikidata.org/entity/Q1655991,Fast Food,,,,
http://www.wikidata.org/entity/Q1627134,Allegiance,,,,
http://www.wikidata.org/entity/Q1587638,Dungeon Master,,,Dungeon Master II: The Legend of Skullkeep,
http://www.wikidata.org/entity/Q1587638,Dungeon Master,,,Chaos Strikes Back,
http://www.wikidata.org/entity/Q1584984,Hard Hat Mack,,,,
http://www.wikidata.org/entity/Q1591807,Top Management,,,,
http://www.wikidata.org/entity/Q1621077,History Line: 1914-1918,,,,
http://www.wikidata.org/entity/Q1621156,Mario's Picross,,,,
http://www.wikidata.org/entity/Q1622707,Professor Layton and the Miracle Mask,,,,
http://www.wikidata.org/entity/Q1631643,Hovertank 3D,,,,
http://www.wikidata.org/entity/Q1632099,Pacific Strike,,,,
http://www.wikidata.org/entity/Q1633714,Sonic and the Secret Rings,,,,
http://www.wikidata.org/entity/Q1635452,TORCS,,,,
http://www.wikidata.org/entity/Q1636289,SkyRoads,,,,
http://www.wikidata.org/entity/Q1646987,Bubble Memories,,,,
http://www.wikidata.org/entity/Q1651027,Monster Bash,,,,
http://www.wikidata.org/entity/Q1636092,Wing Commander IV: The Price of Freedom,,Wing Commander III: Heart of the Tiger,Wing Commander: Prophecy,
http://www.wikidata.org/entity/Q1603752,Rallisport Challenge,,,Rallisport Challenge 2,
http://www.wikidata.org/entity/Q1584331,Adventure Island II,,,,
http://www.wikidata.org/entity/Q1591670,Jack Keane,,,,
http://www.wikidata.org/entity/Q1592022,VGA Planets,,,,
http://www.wikidata.org/entity/Q1607833,Street Fighter EX3,,,,
http://www.wikidata.org/entity/Q1620555,Pokémon Mystery Dungeon: Explorers of Sky,,,,
http://www.wikidata.org/entity/Q1622605,Tactical Ops: Assault on Terror,,,,
http://www.wikidata.org/entity/Q1631626,Hover Bovver,,,,
http://www.wikidata.org/entity/Q1634362,Rush 2: Extreme Racing USA,,,,
http://www.wikidata.org/entity/Q1634866,Wario Land: Super Mario Land 3,,,,
http://www.wikidata.org/entity/Q1638078,Hunt the Wumpus,,,,
http://www.wikidata.org/entity/Q1638020,Noby Noby Boy,,,,
http://www.wikidata.org/entity/Q1639783,Universe at War: Earth Assault,,,,
http://www.wikidata.org/entity/Q1646033,Dino Master,,,,
http://www.wikidata.org/entity/Q1646889,Taito Legends,,,,
http://www.wikidata.org/entity/Q1608742,Viva Piñata: Pocket Paradise,,,,
http://www.wikidata.org/entity/Q1617751,Marvel Land,,,,
http://www.wikidata.org/entity/Q1619340,Wars and Warriors: Joan of Arc,,,,
http://www.wikidata.org/entity/Q1621509,Under a Killing Moon,,,,
http://www.wikidata.org/entity/Q1627471,NHL Eastside Hockey Manager,,,,
http://www.wikidata.org/entity/Q1604644,3D Movie Maker,,,,
http://www.wikidata.org/entity/Q1607361,Beowulf: The Game,,,,
http://www.wikidata.org/entity/Q1627200,Spiral Knights,,,,
http://www.wikidata.org/entity/Q1629190,Tail Concerto,,,,
http://www.wikidata.org/entity/Q1632918,San Francisco Rush: Extreme Racing,,,,
http://www.wikidata.org/entity/Q1632978,Demolition Racer,,,,
http://www.wikidata.org/entity/Q1639864,Disgaea: Hour of Darkness,,,,
http://www.wikidata.org/entity/Q1643114,Future Cop: LAPD,,,,
http://www.wikidata.org/entity/Q1644576,Gall Force,,,,
http://www.wikidata.org/entity/Q1648866,The Bugs Bunny Birthday Blowout,,,,
http://www.wikidata.org/entity/Q1653815,Carrier Command: Gaea Mission,,,,
http://www.wikidata.org/entity/Q1601735,Jail Break,,,,
http://www.wikidata.org/entity/Q1584992,Wonder Boy in Monster World,,,,
http://www.wikidata.org/entity/Q1589665,Shoot Away,,,,
http://www.wikidata.org/entity/Q1619053,Cuban Missile Crisis: The Aftermath,,,,
http://www.wikidata.org/entity/Q1626606,7554,,,,
http://www.wikidata.org/entity/Q1627083,The Cursed Crusade,,,,
http://www.wikidata.org/entity/Q1646143,Hamurabi,,,,
http://www.wikidata.org/entity/Q1648331,Euro Truck Simulator,,,Euro Truck Simulator 2,
http://www.wikidata.org/entity/Q1653694,Skate 3,,Skate 2,,
http://www.wikidata.org/entity/Q1587945,Edna & Harvey: Harvey's New Eyes,,Edna & Harvey: The Breakout,,
http://www.wikidata.org/entity/Q1619582,Red Faction II,,Red Faction,Red Faction: Guerrilla,
http://www.wikidata.org/entity/Q1610083,Dungeon Master II: The Legend of Skullkeep,,Chaos Strikes Back,,
http://www.wikidata.org/entity/Q1608476,Yakuza,,,Yakuza 2,
http://www.wikidata.org/entity/Q1610083,Dungeon Master II: The Legend of Skullkeep,,Dungeon Master,,
http://www.wikidata.org/entity/Q1584849,Sly 2: Band of Thieves,Sly Cooper universe,Sly Cooper and the Thievius Raccoonus,Sly 3: Honor Among Thieves,
http://www.wikidata.org/entity/Q1626988,Schizm: Mysterious Journey,,,Mysterious Journey II,
http://www.wikidata.org/entity/Q1635085,Lords of the Realm II,,Lords of the Realm,Lords of the Realm III,
http://www.wikidata.org/entity/Q1636069,Wing Commander III: Heart of the Tiger,,Wing Commander II: Vengeance of the Kilrathi,Wing Commander IV: The Price of Freedom,
http://www.wikidata.org/entity/Q1644673,MechCommander,BattleTech,,,
http://www.wikidata.org/entity/Q1591474,Q1591474,,,N.I.C.E. 2,
http://www.wikidata.org/entity/Q1582933,Masons,,,,
http://www.wikidata.org/entity/Q2409983,Q2409983,,,,
http://www.wikidata.org/entity/Q2551783,Q2551783,,,,
http://www.wikidata.org/entity/Q3071464,Q3071464,,,,
http://www.wikidata.org/entity/Q4038880,Q4038880,,,,
http://www.wikidata.org/entity/Q4046384,Pandora Saga,,,,
http://www.wikidata.org/entity/Q7825948,Torn,,,,
http://www.wikidata.org/entity/Q911827,SuperTux,,,,
http://www.wikidata.org/entity/Q4038490,F.E.A.R. 2: Reborn,,,,
http://www.wikidata.org/entity/Q6719039,MUD1,,,,
http://www.wikidata.org/entity/Q12813511,Age of Empires II: The Forgotten,,,Age of Empires II: The African Kingdoms,
http://www.wikidata.org/entity/Q12333960,RuneScape Classic,RuneScape universe,,,
http://www.wikidata.org/entity/Q1593353,The Elder Scrolls V: Skyrim – Dawnguard,,,,
http://www.wikidata.org/entity/Q1781644,Link Trainer,,,,
http://www.wikidata.org/entity/Q22683057,Arma 3: Karts,,,,
http://www.wikidata.org/entity/Q1449678,Fallout 3 downloadable content,,,,
http://www.wikidata.org/entity/Q14754782,Aura Kingdom,,,,
http://www.wikidata.org/entity/Q28967060,Bit City,,,,
http://www.wikidata.org/entity/Q16743237,Lifeless Planet,,,,
http://www.wikidata.org/entity/Q17509320,Enter the Dominatrix,,,,
http://www.wikidata.org/entity/Q24807299,Fallout 4: Automatron,,,,
http://www.wikidata.org/entity/Q19427235,Crusader Kings II: Sons of Abraham,,,,
http://www.wikidata.org/entity/Q26658655,Fallout 4: Contraptions Workshop,,,,
http://www.wikidata.org/entity/Q16267372,Neverwinter Nights: Wyvern Crown of Cormyr,,,,
http://www.wikidata.org/entity/Q17006545,Mass Effect 3 downloadable content,,,,
http://www.wikidata.org/entity/Q10855881,ArmA 2: Army of the Czech Republic,,,,
http://www.wikidata.org/entity/Q20712140,Baldur's Gate: Enhanced Edition - Siege of Dragonspear,,,,
http://www.wikidata.org/entity/Q1736399,Ryzom,,,,
http://www.wikidata.org/entity/Q14930415,Crusader Kings II: Sword of Islam,,,,
http://www.wikidata.org/entity/Q2242902,Galaxy Online,,,,
http://www.wikidata.org/entity/Q15411400,Dragon's Prophet,,,,
http://www.wikidata.org/entity/Q22683054,Arma 3 Helicopters,,,,
http://www.wikidata.org/entity/Q4045709,Fallout: New Vegas — Old World Blues,,,,
http://www.wikidata.org/entity/Q1163986,FlightGear,,,,
http://www.wikidata.org/entity/Q7402435,Saints Row 2: Corporate Warfare,,,,
http://www.wikidata.org/entity/Q2107015,The Lord of the Rings Online: Riders of Rohan,,,,
http://www.wikidata.org/entity/Q28504199,Stormfall: Rise of Balur,,,,
http://www.wikidata.org/entity/Q17510422,Fenix Rage,,,,
http://www.wikidata.org/entity/Q24806656,BioShock 2: Minerva's Den,,,,
http://www.wikidata.org/entity/Q31887620,Cities: Skylines - After Dark,,,,
http://www.wikidata.org/entity/Q26480005,Fallout 4: Nuka-World,,,,
http://www.wikidata.org/entity/Q7402437,Saints Row 2: Ultor Exposed,,,,
http://www.wikidata.org/entity/Q27961190,Sparta: War of Empires,,,,
http://www.wikidata.org/entity/Q22683059,Arma 3 Marksmen,,,,
http://www.wikidata.org/entity/Q7004488,Neverwinter Nights: Infinite Dungeons,,,,Neverwinter Nights
http://www.wikidata.org/entity/Q26658514,Fallout 4: Wasteland Workshop,,,,
http://www.wikidata.org/entity/Q15150055,Star Stable,,,,
http://www.wikidata.org/entity/Q60586783,FUNTIME! Pack,,,,
http://www.wikidata.org/entity/Q60586778,Invincible Pack,,,,
http://www.wikidata.org/entity/Q60616767,Special Ops Vehicle Pack,,,,
http://www.wikidata.org/entity/Q60617371,Warrior Pack,,,,
http://www.wikidata.org/entity/Q22682093,Destiny post-release content,,,,
http://www.wikidata.org/entity/Q3482437,Shogun: Total War: The Mongol Invasion,,,,
http://www.wikidata.org/entity/Q26658739,Fallout 4: Vault-Tec Workshop,,,,
http://www.wikidata.org/entity/Q26678571,Deus Ex: Human Revolution - The Missing Link,,,,
http://www.wikidata.org/entity/Q28975216,manaplus,,,,
http://www.wikidata.org/entity/Q23074351,Out There Somewhere,,,,
http://www.wikidata.org/entity/Q55381940,Dark Souls II: The Lost Crowns,,,,
http://www.wikidata.org/entity/Q24807292,Fallout 4: Far Harbor,,,,
http://www.wikidata.org/entity/Q25831301,Civilization: Beyond Earth - Rising Tide,,,,
http://www.wikidata.org/entity/Q7004492,Neverwinter Nights: Pirates of the Sword Coast,,,,Neverwinter Nights
http://www.wikidata.org/entity/Q60586781,Genki Girl Pack,,,,
http://www.wikidata.org/entity/Q60607940,Customization Pack,,,,
http://www.wikidata.org/entity/Q60617372,Witches and Wieners Pack,,,,
http://www.wikidata.org/entity/Q62027700,Lifesaver donation,,,,
http://www.wikidata.org/entity/Q62027704,Loving donation,,,,
http://www.wikidata.org/entity/Q187732,RuneScape,RuneScape universe,,,
http://www.wikidata.org/entity/Q60586786,Bloodsucker Pack,,,,
http://www.wikidata.org/entity/Q60602808,Moneyshot Pack,,,,
http://www.wikidata.org/entity/Q60616766,Shark Attack Pack,,,,
http://www.wikidata.org/entity/Q56033873,Cheese Skin Pack,,,,
http://www.wikidata.org/entity/Q45367151,Tropico 4: Modern Times,,,,
http://www.wikidata.org/entity/Q60616770,Valve Clothing Pack,,,,
http://www.wikidata.org/entity/Q60617370,Viewer Pack The Third,,,,
http://www.wikidata.org/entity/Q2418673,Civilization V: Gods & Kings,,,Civilization V: Brave New World,
http://www.wikidata.org/entity/Q98082884,Q98082884,,,,
http://www.wikidata.org/entity/Q22662531,Dying Light: The Following,,Dying Light: The Bozak Horde,,
http://www.wikidata.org/entity/Q99519550,Hook,,,,
http://www.wikidata.org/entity/Q60559708,Serious 8,,,,
http://www.wikidata.org/entity/Q60586780,Horror Pack,,,,
http://www.wikidata.org/entity/Q60607927,Penthouse Pack,,,,
http://www.wikidata.org/entity/Q60616768,Steelport Gangs Pack,,,,
http://www.wikidata.org/entity/Q50296391,Dark Souls: Artorias of the Abyss,,,,
http://www.wikidata.org/entity/Q60586784,Explosive Combat Pack,,,,
http://www.wikidata.org/entity/Q60603627,Nyte Blayde Pack,,,,
http://www.wikidata.org/entity/Q60617369,Viewer Pack The Second,,,,
http://www.wikidata.org/entity/Q60617373,Z Style Pack,,,,
http://www.wikidata.org/entity/Q60723259,CheapyD Pack,,,,
http://www.wikidata.org/entity/Q60607908,Initiation Station,,,,
http://www.wikidata.org/entity/Q60616769,Unlockable Pack,,,,
http://www.wikidata.org/entity/Q60617368,Viewer Pack The First,,,,
http://www.wikidata.org/entity/Q73676442,Eish safari island,,,,
http://www.wikidata.org/entity/Q24807230,The Witcher 3: Wild Hunt – Blood and Wine,The Witcher universe,,,
http://www.wikidata.org/entity/Q72100068,Aardwolf MUD,,,,
http://www.wikidata.org/entity/Q60837414,Layers of Fear: Inheritance,,,,
http://www.wikidata.org/entity/Q7383408,Civilization V: Brave New World,,Civilization V: Gods & Kings,,
http://www.wikidata.org/entity/Q28036752,Age of Empires II: Rise of the Rajas,,Age of Empires II: The African Kingdoms,,
http://www.wikidata.org/entity/Q14124718,X³: Albion Prelude,,X3: Terran Conflict,X Rebirth,
http://www.wikidata.org/entity/Q24807225,The Witcher 3: Wild Hunt – Hearts of Stone,The Witcher universe,,,
http://www.wikidata.org/entity/Q1212790,Q1212790,,,,
http://www.wikidata.org/entity/Q1215293,Q1215293,,,,
http://www.wikidata.org/entity/Q1219120,Q1219120,,,,
http://www.wikidata.org/entity/Q1219588,Q1219588,,,,
http://www.wikidata.org/entity/Q1225130,Q1225130,,,,
http://www.wikidata.org/entity/Q1230494,Q1230494,,,,
http://www.wikidata.org/entity/Q1263797,Q1263797,,,,
http://www.wikidata.org/entity/Q1247366,The Da Vinci Code,,,,
http://www.wikidata.org/entity/Q1234781,Dogs of War,,,,
http://www.wikidata.org/entity/Q1239831,Donald Duck's Playground,,,,
http://www.wikidata.org/entity/Q1240445,Pro Kishi Jinsei Simulation: Shōgi no Hanamichi,,,,
http://www.wikidata.org/entity/Q1255599,IL-2 Sturmovik: Birds of Prey,,,,
http://www.wikidata.org/entity/Q1257652,IL-2 Sturmovik,,,,
http://www.wikidata.org/entity/Q1257775,Crash Twinsanity,,,,
http://www.wikidata.org/entity/Q1259937,Men of Valor,,,,
http://www.wikidata.org/entity/Q1290054,Raiden,,,,
http://www.wikidata.org/entity/Q1265764,Dungeons,,,,
http://www.wikidata.org/entity/Q1280809,echochrome,,,,
http://www.wikidata.org/entity/Q1224616,Digger,,,,
http://www.wikidata.org/entity/Q1214813,Challenger,,,,
http://www.wikidata.org/entity/Q1255124,DragonStrike,,,,
http://www.wikidata.org/entity/Q1276594,Pang,,,,
http://www.wikidata.org/entity/Q1265745,Dungeon Siege III,,Dungeon Siege II,,
http://www.wikidata.org/entity/Q1265597,Dune,,,,
http://www.wikidata.org/entity/Q1288651,Snatcher,,,,
http://www.wikidata.org/entity/Q1217501,The World Is Not Enough,,,,The World Is Not Enough
http://www.wikidata.org/entity/Q1279815,Lost Horizon,,,,
http://www.wikidata.org/entity/Q1224677,Digimon World 3,,,,
http://www.wikidata.org/entity/Q1255555,Drakensang Online,,,,
http://www.wikidata.org/entity/Q1255566,Drakengard,,,,
http://www.wikidata.org/entity/Q1266882,Oxyd,,,,
http://www.wikidata.org/entity/Q1276400,Popeye 2,,,,
http://www.wikidata.org/entity/Q1281317,Code Lyoko: Quest for Infinity,,,,
http://www.wikidata.org/entity/Q1287714,Xenoblade Chronicles,,,,
http://www.wikidata.org/entity/Q1288814,SimSig,,,,
http://www.wikidata.org/entity/Q1278176,Eastern Front,,,,
http://www.wikidata.org/entity/Q1230674,Divine Divinity,,,,
http://www.wikidata.org/entity/Q1255125,Dragonworld,,,,
http://www.wikidata.org/entity/Q1269114,Freddy Pharkas: Frontier Pharmacist,,,,
http://www.wikidata.org/entity/Q1280928,Panzer General II,,,,
http://www.wikidata.org/entity/Q1283808,Fire Blade,,,,
http://www.wikidata.org/entity/Q1255182,Dragon's Lair,,,,
http://www.wikidata.org/entity/Q1209867,Samurai Shodown,,,,
http://www.wikidata.org/entity/Q1291936,Street Rod,,,Street Rod 2,
http://www.wikidata.org/entity/Q1275724,Beyond Oasis,,,The Legend of Oasis,
http://www.wikidata.org/entity/Q1217906,Niji no Silkroad,,,,
http://www.wikidata.org/entity/Q1234583,Strike Fleet,,,,
http://www.wikidata.org/entity/Q1255402,IL-2 Sturmovik: Cliffs of Dover,,,,
http://www.wikidata.org/entity/Q1258080,Eternal Darkness,,,,
http://www.wikidata.org/entity/Q1261992,Caesar IV,,,,
http://www.wikidata.org/entity/Q1276932,Top Spin 4,,,,
http://www.wikidata.org/entity/Q1299587,Trespasser (video game),Jurassic Park universe,,,
http://www.wikidata.org/entity/Q1228604,Discworld II: Missing Presumed...!?,,Discworld,Discworld Noir,
http://www.wikidata.org/entity/Q1228607,Discworld,Discworld,,Discworld II: Missing Presumed...!?,Discworld
http://www.wikidata.org/entity/Q1218367,No Time To Explain,,,,
http://www.wikidata.org/entity/Q1241633,DK Jungle Climber,,,,
http://www.wikidata.org/entity/Q1242214,Psi-5 Trading Company,,,,
http://www.wikidata.org/entity/Q1254303,Legend: Legacy of the Dragons,,,,
http://www.wikidata.org/entity/Q1255578,IL-2 Sturmovik: Forgotten Battles,,,,
http://www.wikidata.org/entity/Q1277009,Psychonauts,,,,
http://www.wikidata.org/entity/Q1272466,Sid Meier's Pirates!,,,,
http://www.wikidata.org/entity/Q1211015,Mario Party 6,,,,
http://www.wikidata.org/entity/Q1213291,Die Hard Arcade,,,,
http://www.wikidata.org/entity/Q1228613,Discworld MUD,,,,
http://www.wikidata.org/entity/Q1254394,Draconus,,,,
http://www.wikidata.org/entity/Q1276884,Daffy Duck: The Marvin Missions,,,,
http://www.wikidata.org/entity/Q1282807,PainStation,,,,
http://www.wikidata.org/entity/Q1284570,M.U.L.E.,,,,
http://www.wikidata.org/entity/Q1239244,Populous,,,Populous II: Trials of the Olympian Gods,
http://www.wikidata.org/entity/Q1219473,Giga Wing 2,,,,
http://www.wikidata.org/entity/Q1241664,Donkey Kong Country 3: Dixie Kong's Double Trouble!,,,,
http://www.wikidata.org/entity/Q1241900,Shaiya,,,,
http://www.wikidata.org/entity/Q1269146,People's General,,,,
http://www.wikidata.org/entity/Q1274585,Kana: Little Sister,,,,
http://www.wikidata.org/entity/Q1289512,18 Wheeler: American Pro Trucker,,,,
http://www.wikidata.org/entity/Q1296987,Freewar,,,,
http://www.wikidata.org/entity/Q1287255,Edna & Harvey: The Breakout,,,Edna & Harvey: Harvey's New Eyes,
http://www.wikidata.org/entity/Q1226632,Dino Crisis,,,Dino Crisis 2,
http://www.wikidata.org/entity/Q1210068,RapeLay,,,,
http://www.wikidata.org/entity/Q1229899,Super 3D Noah's Ark,,,,
http://www.wikidata.org/entity/Q1234084,Yami to Bōshi to Hon no Tabibito,,,,
http://www.wikidata.org/entity/Q1241668,Donkey Kong Barrel Blast,,,,
http://www.wikidata.org/entity/Q1276191,Rise of the Guardians: The Video Game,,,,
http://www.wikidata.org/entity/Q1248594,Resident Evil,Resident Evil universe,,,
http://www.wikidata.org/entity/Q1264434,Duke Nukem II,,Duke Nukem,Duke Nukem 3D,
http://www.wikidata.org/entity/Q1254867,Dragon Knight 4,,Knights of Xentar,,
http://www.wikidata.org/entity/Q1265742,Dungeon Keeper,,,Dungeon Keeper 2,
http://www.wikidata.org/entity/Q1224575,Dig Dug II,,Dig Dug,,
http://www.wikidata.org/entity/Q1255551,Drakensang: The River of Time,,Drakensang: The Dark Eye,,The Dark Eye
http://www.wikidata.org/entity/Q1249187,Final Fantasy Mystic Quest,Final Fantasy universe,,,
http://www.wikidata.org/entity/Q1293494,The Pink Panther: Hokus Pokus Pink,,The Pink Panther: Passport to Peril,,
http://www.wikidata.org/entity/Q1266307,Call of Duty: World at War – Final Fronts,,Call of Duty: World at War,Call of Duty: Zombies,
http://www.wikidata.org/entity/Q1224985,Strike Force,,,,Defender
http://www.wikidata.org/entity/Q1274056,Shadow Man,,,Shadow Man: 2econd Coming,Shadowman
http://www.wikidata.org/entity/Q1213047,Europa 1400: The Guild,,,The Guild 2,
http://www.wikidata.org/entity/Q1277597,Earth 2140,,,Earth 2150,
http://www.wikidata.org/entity/Q1264433,Duke Nukem,,,Duke Nukem II,
http://www.wikidata.org/entity/Q1265969,Sly 3: Honor Among Thieves,Sly Cooper universe,Sly 2: Band of Thieves,Sly Cooper: Thieves in Time,
http://www.wikidata.org/entity/Q1261715,UFO: Enemy Unknown,,,X-COM: Terror from the Deep,
http://www.wikidata.org/entity/Q1216490,Nemesis of the Roman Empire,,Celtic Kings: Rage of War,,
http://www.wikidata.org/entity/Q782315,Q782315,,,,
http://www.wikidata.org/entity/Q795031,Q795031,,,,
http://www.wikidata.org/entity/Q810662,Bastion,,,,
http://www.wikidata.org/entity/Q795299,Marathon,,,,
http://www.wikidata.org/entity/Q795399,Marathon,,,,
http://www.wikidata.org/entity/Q796852,Bolo,,,,
http://www.wikidata.org/entity/Q782919,Spacewar!,,,,
http://www.wikidata.org/entity/Q784308,Hero Online,,,,
http://www.wikidata.org/entity/Q787184,Bobobo-bo Bo-bobo Dassutsu! Hajike Royale,,,,
http://www.wikidata.org/entity/Q794904,Bikini Karate Babes,,,,
http://www.wikidata.org/entity/Q795079,The Guided Fate Paradox,,,,
http://www.wikidata.org/entity/Q798003,Swordquest,,,,
http://www.wikidata.org/entity/Q798217,Submarine TITANS,,,,
http://www.wikidata.org/entity/Q798676,Bad Dudes Vs. DragonNinja,,,,
http://www.wikidata.org/entity/Q805415,Ballyhoo,,,,
http://www.wikidata.org/entity/Q810984,Battle Arena Toshinden,,,,
http://www.wikidata.org/entity/Q784901,Edelweiss,,,,
