videogames,videogamesLabel,fictionalUniverseLabel,followsLabel,followedByLabel,basedOnLabel
http://www.wikidata.org/entity/Q11370544,Q11370544,,,,
http://www.wikidata.org/entity/Q11370576,Q11370576,,,,
http://www.wikidata.org/entity/Q11372038,Q11372038,,,,
http://www.wikidata.org/entity/Q11373899,Q11373899,,,,
http://www.wikidata.org/entity/Q11375954,Q11375954,,,,
http://www.wikidata.org/entity/Q11375955,Q11375955,,,,
http://www.wikidata.org/entity/Q11375952,Q11375952,,,,
http://www.wikidata.org/entity/Q11375958,Q11375958,,,,
http://www.wikidata.org/entity/Q11375959,Q11375959,,,,
http://www.wikidata.org/entity/Q11375956,Q11375956,,,,
http://www.wikidata.org/entity/Q11375957,Q11375957,,,,
http://www.wikidata.org/entity/Q11375960,Q11375960,,,,
http://www.wikidata.org/entity/Q11375987,Q11375987,,,,
http://www.wikidata.org/entity/Q11376125,Q11376125,,,,
http://www.wikidata.org/entity/Q11376244,Q11376244,,,,
http://www.wikidata.org/entity/Q11376277,Q11376277,,,,
http://www.wikidata.org/entity/Q11376465,Q11376465,,,,
http://www.wikidata.org/entity/Q11376518,Q11376518,,,,
http://www.wikidata.org/entity/Q11376847,Q11376847,,,,
http://www.wikidata.org/entity/Q11377580,Q11377580,,,,
http://www.wikidata.org/entity/Q11377601,Q11377601,,,,
http://www.wikidata.org/entity/Q11378381,Q11378381,,,,
http://www.wikidata.org/entity/Q11378402,Q11378402,,,,
http://www.wikidata.org/entity/Q11378400,Q11378400,,,,
http://www.wikidata.org/entity/Q11378401,Q11378401,,,,
http://www.wikidata.org/entity/Q11378406,Q11378406,,,,
http://www.wikidata.org/entity/Q11378418,Q11378418,,,,
http://www.wikidata.org/entity/Q11378434,Q11378434,,,,
http://www.wikidata.org/entity/Q11378455,Q11378455,,,,
http://www.wikidata.org/entity/Q11384817,Q11384817,,,,
http://www.wikidata.org/entity/Q11385160,Q11385160,,,,
http://www.wikidata.org/entity/Q11385228,Q11385228,,,,
http://www.wikidata.org/entity/Q11385257,Q11385257,,,,
http://www.wikidata.org/entity/Q11385452,Q11385452,,,,
http://www.wikidata.org/entity/Q11385471,Q11385471,,,,
http://www.wikidata.org/entity/Q11385663,Q11385663,,,,
http://www.wikidata.org/entity/Q11386335,Q11386335,,,,
http://www.wikidata.org/entity/Q11386441,Q11386441,,,,
http://www.wikidata.org/entity/Q11386452,Q11386452,,,,
http://www.wikidata.org/entity/Q11386480,Q11386480,,,,
http://www.wikidata.org/entity/Q11386481,Q11386481,,,,
http://www.wikidata.org/entity/Q11386486,Q11386486,,,,
http://www.wikidata.org/entity/Q11386494,Q11386494,,,,
http://www.wikidata.org/entity/Q11386495,Q11386495,,,,
http://www.wikidata.org/entity/Q11386493,Q11386493,,,,
http://www.wikidata.org/entity/Q11386968,Q11386968,,,,
http://www.wikidata.org/entity/Q11387000,Q11387000,,,,
http://www.wikidata.org/entity/Q11371278,Nise no Chigiri,,,,
http://www.wikidata.org/entity/Q11362211,"My World, My Way",,,,
http://www.wikidata.org/entity/Q11352121,VainDream,,,,
http://www.wikidata.org/entity/Q11372574,Gomoku Narabe Renju,,,,
http://www.wikidata.org/entity/Q11352122,Vain Dream II,,,,
http://www.wikidata.org/entity/Q11361732,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,,,,
http://www.wikidata.org/entity/Q11378435,Kamen Rider Club BattleRacer,,,,
http://www.wikidata.org/entity/Q11351918,Valhalla Knights,,,,
http://www.wikidata.org/entity/Q11354756,Sangoku Koi Senki,,,,
http://www.wikidata.org/entity/Q11361731,Shiren the Wanderer 4: The Eye of God and the Devil's Navel,,,,
http://www.wikidata.org/entity/Q11361734,Shiren the Wanderer GB2: Magic Castle of the Desert,,,,
http://www.wikidata.org/entity/Q11362433,Darkfall Unholy Wars,,,,
http://www.wikidata.org/entity/Q11354768,The Legend of Three Kingdoms Online,,,,
http://www.wikidata.org/entity/Q11355988,Sangokuhime,,,,
http://www.wikidata.org/entity/Q11356772,Gates of Skeldal,,,,
http://www.wikidata.org/entity/Q11359557,ShanghaiIII,,,,
http://www.wikidata.org/entity/Q11371845,Nijuuei,,,,
http://www.wikidata.org/entity/Q11378436,Kamen Rider Club Gekitotsu ShockerLand,,,Kamen Rider Club BattleRacer,
http://www.wikidata.org/entity/Q11362122,Sekai de Ichiban Dame na Koi,,,,
http://www.wikidata.org/entity/Q11361733,Shiren the Wanderer GB: Moonlight Village Monster,,,,
http://www.wikidata.org/entity/Q11361735,Shiren the Wanderer Side Story: Swordswoman Asuka Arrives!,,,,
http://www.wikidata.org/entity/Q11544875,Q11544875,,,,
http://www.wikidata.org/entity/Q11545610,Q11545610,,,,
http://www.wikidata.org/entity/Q11546549,Q11546549,,,,
http://www.wikidata.org/entity/Q11546865,Q11546865,,,,
http://www.wikidata.org/entity/Q11546960,Q11546960,,,,
http://www.wikidata.org/entity/Q11546976,Q11546976,,,,
http://www.wikidata.org/entity/Q11546981,Q11546981,,,,
http://www.wikidata.org/entity/Q11546994,Q11546994,,,,
http://www.wikidata.org/entity/Q11546996,Q11546996,,,,
http://www.wikidata.org/entity/Q11547022,Q11547022,,,,
http://www.wikidata.org/entity/Q11547112,Q11547112,,,,
http://www.wikidata.org/entity/Q11547216,Q11547216,,,,
http://www.wikidata.org/entity/Q11547263,Q11547263,,,,
http://www.wikidata.org/entity/Q11547541,Q11547541,,,,
http://www.wikidata.org/entity/Q11548082,Q11548082,,,,
http://www.wikidata.org/entity/Q11548491,Q11548491,,,,
http://www.wikidata.org/entity/Q11548551,Q11548551,,,,
http://www.wikidata.org/entity/Q11548654,Q11548654,,,,
http://www.wikidata.org/entity/Q11548735,Q11548735,,,,
http://www.wikidata.org/entity/Q11548737,Q11548737,,,,
http://www.wikidata.org/entity/Q11548746,Q11548746,,,,
http://www.wikidata.org/entity/Q11548747,Q11548747,,,,
http://www.wikidata.org/entity/Q11548745,Q11548745,,,,
http://www.wikidata.org/entity/Q11548925,Q11548925,,,,
http://www.wikidata.org/entity/Q11549068,Q11549068,,,,
http://www.wikidata.org/entity/Q11549537,Q11549537,,,,
http://www.wikidata.org/entity/Q11550367,Q11550367,,,,
http://www.wikidata.org/entity/Q11550381,Q11550381,,,,
http://www.wikidata.org/entity/Q11550415,Q11550415,,,,
http://www.wikidata.org/entity/Q11551029,Q11551029,,,,
http://www.wikidata.org/entity/Q11553087,Q11553087,,,,
http://www.wikidata.org/entity/Q11555799,Q11555799,,,,
http://www.wikidata.org/entity/Q11556689,Q11556689,,,,
http://www.wikidata.org/entity/Q11556711,Q11556711,,,,
http://www.wikidata.org/entity/Q11556753,Q11556753,,,,
http://www.wikidata.org/entity/Q11559229,Q11559229,,,,
http://www.wikidata.org/entity/Q11559445,Q11559445,,,,
http://www.wikidata.org/entity/Q11559659,Q11559659,,,,
http://www.wikidata.org/entity/Q11559668,Q11559668,,,,
http://www.wikidata.org/entity/Q11559686,Q11559686,,,,
http://www.wikidata.org/entity/Q11559847,Q11559847,,,,
http://www.wikidata.org/entity/Q11559850,Q11559850,,,,
http://www.wikidata.org/entity/Q11559848,Q11559848,,,,
http://www.wikidata.org/entity/Q11559852,Q11559852,,,,
http://www.wikidata.org/entity/Q11559853,Q11559853,,,,
http://www.wikidata.org/entity/Q11561882,Q11561882,,,,
http://www.wikidata.org/entity/Q11564074,Q11564074,,,,
http://www.wikidata.org/entity/Q11564226,Q11564226,,,,
http://www.wikidata.org/entity/Q11565484,Q11565484,,,,
http://www.wikidata.org/entity/Q11565496,Q11565496,,,,
http://www.wikidata.org/entity/Q11565501,Q11565501,,,,
http://www.wikidata.org/entity/Q11565762,Q11565762,,,,
http://www.wikidata.org/entity/Q11565761,Q11565761,,,,
http://www.wikidata.org/entity/Q11566073,Q11566073,,,,
http://www.wikidata.org/entity/Q11566088,Q11566088,,,,
http://www.wikidata.org/entity/Q11566089,Q11566089,,,,
http://www.wikidata.org/entity/Q11566105,Q11566105,,,,
http://www.wikidata.org/entity/Q11566762,Q11566762,,,,
http://www.wikidata.org/entity/Q11566890,Q11566890,,,,
http://www.wikidata.org/entity/Q11566933,Q11566933,,,,
http://www.wikidata.org/entity/Q11566946,Q11566946,,,,
http://www.wikidata.org/entity/Q11566983,Q11566983,,,,
http://www.wikidata.org/entity/Q11567083,Q11567083,,,,
http://www.wikidata.org/entity/Q11567086,Q11567086,,,,
http://www.wikidata.org/entity/Q11567084,Q11567084,,,,
http://www.wikidata.org/entity/Q11567085,Q11567085,,,,
http://www.wikidata.org/entity/Q11567109,Q11567109,,,,
http://www.wikidata.org/entity/Q11567292,Q11567292,,,,
http://www.wikidata.org/entity/Q11569044,Q11569044,,,,
http://www.wikidata.org/entity/Q11569128,Q11569128,,,,
http://www.wikidata.org/entity/Q11569146,Q11569146,,,,
http://www.wikidata.org/entity/Q11569158,Q11569158,,,,
http://www.wikidata.org/entity/Q11569162,Q11569162,,,,
http://www.wikidata.org/entity/Q11569166,Q11569166,,,,
http://www.wikidata.org/entity/Q11569167,Q11569167,,,,
http://www.wikidata.org/entity/Q11569170,Q11569170,,,,
http://www.wikidata.org/entity/Q11569169,Q11569169,,,,
http://www.wikidata.org/entity/Q11569179,Q11569179,,,,
http://www.wikidata.org/entity/Q11569183,Q11569183,,,,
http://www.wikidata.org/entity/Q11569181,Q11569181,,,,
http://www.wikidata.org/entity/Q11569184,Q11569184,,,,
http://www.wikidata.org/entity/Q11569330,Q11569330,,,,
http://www.wikidata.org/entity/Q11569329,Q11569329,,,,
http://www.wikidata.org/entity/Q11569332,Q11569332,,,,
http://www.wikidata.org/entity/Q11569408,Q11569408,,,,
http://www.wikidata.org/entity/Q11569416,Q11569416,,,,
http://www.wikidata.org/entity/Q11544709,Boxing,,,,
http://www.wikidata.org/entity/Q11566848,Hi no Tori Hououhen,,,,
http://www.wikidata.org/entity/Q11553587,Kawarazaki-ke no Ichizoku,,,,
http://www.wikidata.org/entity/Q11553589,Kawarazaki-ke no Ichizoku 2,,,,
http://www.wikidata.org/entity/Q11559203,Umihara Kawase Portable,,,,
http://www.wikidata.org/entity/Q11567089,Cooking Fighter Hao,,,,
http://www.wikidata.org/entity/Q11546973,Shinigami to Shoujo,,,,
http://www.wikidata.org/entity/Q11559205,Umihara Kawase Shun,,,,
http://www.wikidata.org/entity/Q11569248,Ringetsu,,,,
http://www.wikidata.org/entity/Q11544710,Crazy Sue,,,,
http://www.wikidata.org/entity/Q11567087,Honoo no Haramase Doukyuusei,,,,
http://www.wikidata.org/entity/Q11567569,Super Robot Taisen OG Saga: Endless Frontier Exceed,,,,
http://www.wikidata.org/entity/Q11558605,Umi no Nushi Tsuri,,,,
http://www.wikidata.org/entity/Q11567088,Honoo no Takuhaibin,,,,
http://www.wikidata.org/entity/Q11707605,The Island of Dr. Brain,,Castle of Dr. Brain,,
http://www.wikidata.org/entity/Q11678941,Q11678941,,,,
http://www.wikidata.org/entity/Q11679165,Q11679165,,,,
http://www.wikidata.org/entity/Q11679447,Q11679447,,,,
http://www.wikidata.org/entity/Q11679451,Q11679451,,,,
http://www.wikidata.org/entity/Q11682351,Q11682351,,,,
http://www.wikidata.org/entity/Q11687246,Q11687246,,,,
http://www.wikidata.org/entity/Q11690415,Q11690415,,,,
http://www.wikidata.org/entity/Q11692596,Q11692596,,,,
http://www.wikidata.org/entity/Q11697497,Q11697497,,,,
http://www.wikidata.org/entity/Q11702998,Q11702998,,,,
http://www.wikidata.org/entity/Q11705330,Q11705330,,,,
http://www.wikidata.org/entity/Q11709838,Q11709838,,,,
http://www.wikidata.org/entity/Q11751255,Q11751255,,,,
http://www.wikidata.org/entity/Q11751253,Q11751253,,,,
http://www.wikidata.org/entity/Q11753743,Q11753743,,,,
http://www.wikidata.org/entity/Q11775230,Q11775230,,,,
http://www.wikidata.org/entity/Q11780517,Q11780517,,,,
http://www.wikidata.org/entity/Q11782059,Q11782059,,,,
http://www.wikidata.org/entity/Q11790442,Q11790442,,,,
http://www.wikidata.org/entity/Q11796911,Q11796911,,,,
http://www.wikidata.org/entity/Q11798533,Q11798533,,,,
http://www.wikidata.org/entity/Q11823185,Q11823185,,,,
http://www.wikidata.org/entity/Q11825510,Q11825510,,,,
http://www.wikidata.org/entity/Q11827854,Q11827854,,,,
http://www.wikidata.org/entity/Q11833116,Q11833116,,,,
http://www.wikidata.org/entity/Q11833117,Q11833117,,,,
http://www.wikidata.org/entity/Q11835186,Q11835186,,,,
http://www.wikidata.org/entity/Q11835185,Q11835185,,,,
http://www.wikidata.org/entity/Q11835949,Q11835949,,,,
http://www.wikidata.org/entity/Q11851833,Q11851833,,,,
http://www.wikidata.org/entity/Q11852437,Q11852437,,,,
http://www.wikidata.org/entity/Q11855735,Q11855735,,,,
http://www.wikidata.org/entity/Q11856482,Q11856482,,,,
http://www.wikidata.org/entity/Q11857911,Q11857911,,,,
http://www.wikidata.org/entity/Q11859396,Q11859396,,,,
http://www.wikidata.org/entity/Q11859591,Q11859591,,,,
http://www.wikidata.org/entity/Q11860268,Q11860268,,,,
http://www.wikidata.org/entity/Q11863503,Q11863503,,,,
http://www.wikidata.org/entity/Q11864984,Q11864984,,,,
http://www.wikidata.org/entity/Q11694918,Nacho Libre,,,,
http://www.wikidata.org/entity/Q11682506,Hinterland,,,,
http://www.wikidata.org/entity/Q11838802,Infinity,,,,
http://www.wikidata.org/entity/Q11838800,Infinity,,,,
http://www.wikidata.org/entity/Q11723029,Chameleon,,,,
http://www.wikidata.org/entity/Q11680710,Chicken Little,,,,
http://www.wikidata.org/entity/Q11733394,Kajko i Kokosz,,,,
http://www.wikidata.org/entity/Q11785646,Mortyr 2: For Ever,,,,
http://www.wikidata.org/entity/Q11859818,Formula One 2000,,,,
http://www.wikidata.org/entity/Q11700212,Power Strike II,,,,
http://www.wikidata.org/entity/Q11686882,Starlite,,,,
http://www.wikidata.org/entity/Q11749207,7 Wonders of the Ancient World,,,,
http://www.wikidata.org/entity/Q11855645,Down by the Laituri,,,,
http://www.wikidata.org/entity/Q11695604,Nicktoons Winners Cup Racing,,,,
http://www.wikidata.org/entity/Q11704521,The Sting!,,,,
http://www.wikidata.org/entity/Q11773885,Czech Soccer Manager,,,,
http://www.wikidata.org/entity/Q11808181,G1 Jockey 4 2007,,,,
http://www.wikidata.org/entity/Q11831988,Puszka Pandory,,,,
http://www.wikidata.org/entity/Q11855433,MyCoke,,,,
http://www.wikidata.org/entity/Q11697484,Exodus from the Earth,,,,
http://www.wikidata.org/entity/Q11704395,The Grim Adventures of Billy & Mandy,,,,
http://www.wikidata.org/entity/Q11704437,The Sly Trilogy,,,,
http://www.wikidata.org/entity/Q11735015,Kao Challengers,,,,
http://www.wikidata.org/entity/Q11774042,Daemonica,,,,
http://www.wikidata.org/entity/Q11774295,Dark Elf,,,,
http://www.wikidata.org/entity/Q11785647,Battlestrike: Force of Resistance,,,,
http://www.wikidata.org/entity/Q11860271,Galilei ja kadonneet lelut,,,,
http://www.wikidata.org/entity/Q11779525,Micro Machines,,,,
http://www.wikidata.org/entity/Q11682149,God of War: Origins Collection,,,,
http://www.wikidata.org/entity/Q11691369,Command & Conquer: Red Alert 3 - Commander's Challenge,,,,
http://www.wikidata.org/entity/Q11753661,HeroQuest II: Legacy of Sorasil,,,,
http://www.wikidata.org/entity/Q11852395,Aquaman: War of the Water Worlds,,,,
http://www.wikidata.org/entity/Q11680259,Bomberman Land Touch! 2,,Bomberman Land Touch!,,
http://www.wikidata.org/entity/Q11698805,Franko: The Crazy Revenge,,,,
http://www.wikidata.org/entity/Q11779612,Miecze Valdgira,,,Miecze Valdgira II,
http://www.wikidata.org/entity/Q11756944,Line of Sight: Vietnam,,,,
http://www.wikidata.org/entity/Q11856359,Duke Nukem Mobile II: Bikini Project,,,,
http://www.wikidata.org/entity/Q11687398,Krazy Kart Racing,,,,
http://www.wikidata.org/entity/Q11852445,ARGO Online,,,,
http://www.wikidata.org/entity/Q11690290,Major League Baseball 2K10,,,,
http://www.wikidata.org/entity/Q11697511,F1 Racing Simulation,,,,
http://www.wikidata.org/entity/Q11704278,Tecmo NBA Basketball,,,,
http://www.wikidata.org/entity/Q11725662,Chmatákov Online,,,,
http://www.wikidata.org/entity/Q11750415,The Prince and the Coward,,,,
http://www.wikidata.org/entity/Q11784306,Mobile Forces,,,,
http://www.wikidata.org/entity/Q11836309,Steel Thunder,,,,
http://www.wikidata.org/entity/Q11849886,Agricultural Simulator 2012,,,,
http://www.wikidata.org/entity/Q11854380,Blaster Master: Blasting Again,,,,
http://www.wikidata.org/entity/Q11699731,Get Medieval,,,,
http://www.wikidata.org/entity/Q11703478,Salamander Deluxe Pack Plus,,,,
http://www.wikidata.org/entity/Q11751518,NRA Gun Club,,,,
http://www.wikidata.org/entity/Q11821540,Polanie (video game),,,,
http://www.wikidata.org/entity/Q11854559,Bounce Tales,,,,
http://www.wikidata.org/entity/Q11855473,Commander: Conquest of the Americas,,,,
http://www.wikidata.org/entity/Q11856168,Disney's American Dragon: Jake Long - Rise of the Huntsclan!,,,,American Dragon: Jake Long
http://www.wikidata.org/entity/Q11850927,All Star Karate,,,,
http://www.wikidata.org/entity/Q11853850,Balls of Fury,,,,Balls of Fury
http://www.wikidata.org/entity/Q11691283,Q11691283,,,Code of Honor 2: Conspiracy Island,
http://www.wikidata.org/entity/Q11779614,Miecze Valdgira II,,Miecze Valdgira,,
http://www.wikidata.org/entity/Q11750190,10000000,,,You Must Build a Boat,
http://www.wikidata.org/entity/Q11387056,Q11387056,,,,
http://www.wikidata.org/entity/Q11387066,Q11387066,,,,
http://www.wikidata.org/entity/Q11387209,Q11387209,,,,
http://www.wikidata.org/entity/Q11387464,Q11387464,,,,
http://www.wikidata.org/entity/Q11387480,Q11387480,,,,
http://www.wikidata.org/entity/Q11387546,Q11387546,,,,
http://www.wikidata.org/entity/Q11387556,Q11387556,,,,
http://www.wikidata.org/entity/Q11387577,Q11387577,,,,
http://www.wikidata.org/entity/Q11387993,Q11387993,,,,
http://www.wikidata.org/entity/Q11388148,Q11388148,,,,
http://www.wikidata.org/entity/Q11388559,Q11388559,,,,
http://www.wikidata.org/entity/Q11389094,Q11389094,,,,
http://www.wikidata.org/entity/Q11389187,Q11389187,,,,
http://www.wikidata.org/entity/Q11389990,Q11389990,,,,
http://www.wikidata.org/entity/Q11389988,Q11389988,,,,
http://www.wikidata.org/entity/Q11392254,Q11392254,,,,
http://www.wikidata.org/entity/Q11394259,Q11394259,,,,
http://www.wikidata.org/entity/Q11394445,Q11394445,,,,
http://www.wikidata.org/entity/Q11394738,Q11394738,,,,
http://www.wikidata.org/entity/Q11395031,Q11395031,,,,
http://www.wikidata.org/entity/Q11395069,Q11395069,,,,
http://www.wikidata.org/entity/Q11395193,Q11395193,,,,
http://www.wikidata.org/entity/Q11395259,Q11395259,,,,
http://www.wikidata.org/entity/Q11395397,Q11395397,,,,
http://www.wikidata.org/entity/Q11395450,Q11395450,,,,
http://www.wikidata.org/entity/Q11395451,Q11395451,,,,
http://www.wikidata.org/entity/Q11395469,Q11395469,,,,
http://www.wikidata.org/entity/Q11395642,Q11395642,,,,
http://www.wikidata.org/entity/Q11395643,Q11395643,,,,
http://www.wikidata.org/entity/Q11395645,Q11395645,,,,
http://www.wikidata.org/entity/Q11396431,Q11396431,,,,
http://www.wikidata.org/entity/Q11396498,Q11396498,,,,
http://www.wikidata.org/entity/Q11396504,Q11396504,,,,
http://www.wikidata.org/entity/Q11396505,Q11396505,,,,
http://www.wikidata.org/entity/Q11397881,Q11397881,,,,
http://www.wikidata.org/entity/Q11397930,Q11397930,,,,
http://www.wikidata.org/entity/Q11397935,Q11397935,,,,
http://www.wikidata.org/entity/Q11398029,Q11398029,,,,
http://www.wikidata.org/entity/Q11398060,Q11398060,,,,
http://www.wikidata.org/entity/Q11399976,Q11399976,,,,
http://www.wikidata.org/entity/Q11399983,Q11399983,,,,
http://www.wikidata.org/entity/Q11399995,Q11399995,,,,
http://www.wikidata.org/entity/Q11400729,Q11400729,,,,
http://www.wikidata.org/entity/Q11400736,Q11400736,,,,
http://www.wikidata.org/entity/Q11401767,Q11401767,,,,
http://www.wikidata.org/entity/Q11401768,Q11401768,,,,
http://www.wikidata.org/entity/Q11403080,Q11403080,,,,
http://www.wikidata.org/entity/Q11404761,Q11404761,,,,
http://www.wikidata.org/entity/Q11404794,Q11404794,,,,
http://www.wikidata.org/entity/Q11404793,Q11404793,,,,
http://www.wikidata.org/entity/Q11405116,Q11405116,,,,
http://www.wikidata.org/entity/Q11407150,Q11407150,,,,
http://www.wikidata.org/entity/Q11407151,Q11407151,,,,
http://www.wikidata.org/entity/Q11407176,Q11407176,,,,
http://www.wikidata.org/entity/Q11407604,Q11407604,,,,
http://www.wikidata.org/entity/Q11407621,Q11407621,,,,
http://www.wikidata.org/entity/Q11407630,Q11407630,,,,
http://www.wikidata.org/entity/Q11409140,Q11409140,,,,
http://www.wikidata.org/entity/Q11409155,Q11409155,,,,
http://www.wikidata.org/entity/Q11409570,Q11409570,,,,
http://www.wikidata.org/entity/Q11410437,Q11410437,,,,
http://www.wikidata.org/entity/Q11410444,Q11410444,,,,
http://www.wikidata.org/entity/Q11410813,Q11410813,,,,
http://www.wikidata.org/entity/Q11410927,Q11410927,,,,
http://www.wikidata.org/entity/Q11411799,Q11411799,,,,
http://www.wikidata.org/entity/Q11414674,Q11414674,,,,
http://www.wikidata.org/entity/Q11416063,Q11416063,,,,
http://www.wikidata.org/entity/Q11416124,Q11416124,,,,
http://www.wikidata.org/entity/Q11416143,Q11416143,,,,
http://www.wikidata.org/entity/Q11416148,Q11416148,,,,
http://www.wikidata.org/entity/Q11416244,Q11416244,,,,
http://www.wikidata.org/entity/Q11416835,Q11416835,,,,
http://www.wikidata.org/entity/Q11418257,Q11418257,,,,
http://www.wikidata.org/entity/Q11419286,Q11419286,,,,
http://www.wikidata.org/entity/Q11419287,Q11419287,,,,
http://www.wikidata.org/entity/Q11419284,Q11419284,,,,
http://www.wikidata.org/entity/Q11419288,Q11419288,,,,
http://www.wikidata.org/entity/Q11419490,Q11419490,,,,
http://www.wikidata.org/entity/Q11419617,Q11419617,,,,
http://www.wikidata.org/entity/Q11420046,Q11420046,,,,
http://www.wikidata.org/entity/Q11420072,Q11420072,,,,
http://www.wikidata.org/entity/Q11420310,Q11420310,,,,
http://www.wikidata.org/entity/Q11420324,Q11420324,,,,
http://www.wikidata.org/entity/Q11421198,Q11421198,,,,
http://www.wikidata.org/entity/Q11407163,Graduation Trilogy,,,,
http://www.wikidata.org/entity/Q11389993,Zen-Nippon Pro Wrestling Dash: Sekai Saikyo Tag,,,,
http://www.wikidata.org/entity/Q11396484,Hatsukoi,,,,
http://www.wikidata.org/entity/Q11395396,Suck My Dick or Die!,,,,
http://www.wikidata.org/entity/Q11399980,Half-Minute Hero: The Second Coming,,,,
http://www.wikidata.org/entity/Q11399993,Hero Must Die,,,,
http://www.wikidata.org/entity/Q11416443,Vampirdzhija Vjedogonia,,,,
http://www.wikidata.org/entity/Q11387059,Shakkin Shimai,,,,
http://www.wikidata.org/entity/Q11418465,Kokuga,,,,
http://www.wikidata.org/entity/Q11399981,You can't escape from the heroine!,,,,
http://www.wikidata.org/entity/Q11399984,Yuusha no Kiroku,,,,
http://www.wikidata.org/entity/Q11395497,Detana TwinBee Yahho! Deluxe Pack,,,,
http://www.wikidata.org/entity/Q11396072,Hanachirasu,,,,
http://www.wikidata.org/entity/Q11409199,Yaku: Yūjō Dangi,,,,
http://www.wikidata.org/entity/Q11415446,Evangelion Detective,,,,
http://www.wikidata.org/entity/Q11410387,Tomodachi Ijō Koibito Miman,,,,
http://www.wikidata.org/entity/Q11313930,Q11313930,,,,
http://www.wikidata.org/entity/Q11313931,Q11313931,,,,
http://www.wikidata.org/entity/Q11313935,Q11313935,,,,
http://www.wikidata.org/entity/Q11313932,Q11313932,,,,
http://www.wikidata.org/entity/Q11313976,Q11313976,,,,
http://www.wikidata.org/entity/Q11313977,Q11313977,,,,
http://www.wikidata.org/entity/Q11313987,Q11313987,,,,
http://www.wikidata.org/entity/Q11313994,Q11313994,,,,
http://www.wikidata.org/entity/Q11313997,Q11313997,,,,
http://www.wikidata.org/entity/Q11314188,Q11314188,,,,
http://www.wikidata.org/entity/Q11314331,Q11314331,,,,
http://www.wikidata.org/entity/Q11314391,Q11314391,,,,
http://www.wikidata.org/entity/Q11314733,Q11314733,,,,
http://www.wikidata.org/entity/Q11314736,Q11314736,,,,
http://www.wikidata.org/entity/Q11314881,Q11314881,,,,
http://www.wikidata.org/entity/Q11314958,Q11314958,,,,
http://www.wikidata.org/entity/Q11315162,Q11315162,,,,
http://www.wikidata.org/entity/Q11315411,Q11315411,,,,
http://www.wikidata.org/entity/Q11315421,Q11315421,,,,
http://www.wikidata.org/entity/Q11315482,Q11315482,,,,
http://www.wikidata.org/entity/Q11315510,Q11315510,,,,
http://www.wikidata.org/entity/Q11315518,Q11315518,,,,
http://www.wikidata.org/entity/Q11315529,Q11315529,,,,
http://www.wikidata.org/entity/Q11315565,Q11315565,,,,
http://www.wikidata.org/entity/Q11315568,Q11315568,,,,
http://www.wikidata.org/entity/Q11315569,Q11315569,,,,
http://www.wikidata.org/entity/Q11315621,Q11315621,,,,
http://www.wikidata.org/entity/Q11315701,Q11315701,,,,
http://www.wikidata.org/entity/Q11315723,Q11315723,,,,
http://www.wikidata.org/entity/Q11315721,Q11315721,,,,
http://www.wikidata.org/entity/Q11316033,Q11316033,,,,
http://www.wikidata.org/entity/Q11316042,Q11316042,,,,
http://www.wikidata.org/entity/Q11316165,Q11316165,,,,
http://www.wikidata.org/entity/Q11316835,Q11316835,,,,
http://www.wikidata.org/entity/Q11316899,Q11316899,,,,
http://www.wikidata.org/entity/Q11316907,Q11316907,,,,
http://www.wikidata.org/entity/Q11317110,Q11317110,,,,
http://www.wikidata.org/entity/Q11317109,Q11317109,,,,
http://www.wikidata.org/entity/Q11317116,Q11317116,,,,
http://www.wikidata.org/entity/Q11317274,Q11317274,,,,
http://www.wikidata.org/entity/Q11317342,Q11317342,,,,
http://www.wikidata.org/entity/Q11317445,Q11317445,,,,
http://www.wikidata.org/entity/Q11317471,Q11317471,,,,
http://www.wikidata.org/entity/Q11317486,Q11317486,,,,
http://www.wikidata.org/entity/Q11317487,Q11317487,,,,
http://www.wikidata.org/entity/Q11317484,Q11317484,,,,
http://www.wikidata.org/entity/Q11317491,Q11317491,,,,
http://www.wikidata.org/entity/Q11317494,Q11317494,,,,
http://www.wikidata.org/entity/Q11317493,Q11317493,,,,
http://www.wikidata.org/entity/Q11317613,Q11317613,,,,
http://www.wikidata.org/entity/Q11317625,Q11317625,,,,
http://www.wikidata.org/entity/Q11317659,Q11317659,,,,
http://www.wikidata.org/entity/Q11317702,Q11317702,,,,
http://www.wikidata.org/entity/Q11317720,Q11317720,,,,
http://www.wikidata.org/entity/Q11317776,Q11317776,,,,
http://www.wikidata.org/entity/Q11317801,Q11317801,,,,
http://www.wikidata.org/entity/Q11318172,Q11318172,,,,
http://www.wikidata.org/entity/Q11318385,Q11318385,,,,
http://www.wikidata.org/entity/Q11318437,Q11318437,,,,
http://www.wikidata.org/entity/Q11318442,Q11318442,,,,
http://www.wikidata.org/entity/Q11318470,Q11318470,,,,
http://www.wikidata.org/entity/Q11318471,Q11318471,,,,
http://www.wikidata.org/entity/Q11318469,Q11318469,,,,
http://www.wikidata.org/entity/Q11318617,Q11318617,,,,
http://www.wikidata.org/entity/Q11318649,Q11318649,,,,
http://www.wikidata.org/entity/Q11318674,Q11318674,,,,
http://www.wikidata.org/entity/Q11318733,Q11318733,,,,
http://www.wikidata.org/entity/Q11314722,Sentinel,,,,
http://www.wikidata.org/entity/Q11313985,Super Momotaro Dentetsu Ⅲ,,,,
