videogames,videogamesLabel,gameModeLabel
http://www.wikidata.org/entity/Q336100,Tales of Destiny,single-player video game
http://www.wikidata.org/entity/Q339348,Abandoned Places,single-player video game
http://www.wikidata.org/entity/Q307507,H2O: Footprints in the Sand,
http://www.wikidata.org/entity/Q304643,Bureaucracy,single-player video game
http://www.wikidata.org/entity/Q336100,Tales of Destiny,cooperative gameplay
http://www.wikidata.org/entity/Q333477,Jaws,single-player video game
http://www.wikidata.org/entity/Q296744,ARMA 2,single-player video game
http://www.wikidata.org/entity/Q307199,Eden*,single-player video game
http://www.wikidata.org/entity/Q307273,GrimGrimoire,single-player video game
http://www.wikidata.org/entity/Q288754,Dragon Buster,
http://www.wikidata.org/entity/Q288884,G.I. Joe: The Rise of Cobra (video game),
http://www.wikidata.org/entity/Q290136,Space Channel 5,single-player video game
http://www.wikidata.org/entity/Q317620,Tomb Raider,single-player video game
http://www.wikidata.org/entity/Q326798,A.R.E.S.: Extinction Agenda,single-player video game
http://www.wikidata.org/entity/Q326851,Rocky,single-player video game
http://www.wikidata.org/entity/Q327594,Final Fantasy XII,single-player video game
http://www.wikidata.org/entity/Q332697,Terraria,single-player video game
http://www.wikidata.org/entity/Q337865,Far Cry,single-player video game
http://www.wikidata.org/entity/Q339222,Blast Corps,single-player video game
http://www.wikidata.org/entity/Q307210,Ai Sp@ce,multiplayer video game
http://www.wikidata.org/entity/Q333367,PlanetSide 2,multiplayer video game
http://www.wikidata.org/entity/Q333813,ÜberSoldier,multiplayer video game
http://www.wikidata.org/entity/Q335946,MIDI Maze,multiplayer video game
http://www.wikidata.org/entity/Q304061,Kyo Kara Maoh!,
http://www.wikidata.org/entity/Q304258,Empire Earth II,multiplayer video game
http://www.wikidata.org/entity/Q308961,Call of Duty 3,multiplayer video game
http://www.wikidata.org/entity/Q310422,RFactor,multiplayer video game
http://www.wikidata.org/entity/Q339056,Incubation: Time Is Running Out,multiplayer video game
http://www.wikidata.org/entity/Q339485,Dragon Quest Swords,multiplayer video game
http://www.wikidata.org/entity/Q307210,Ai Sp@ce,single-player video game
http://www.wikidata.org/entity/Q315256,Luxor 2,single-player video game
http://www.wikidata.org/entity/Q323264,Dishonored,single-player video game
http://www.wikidata.org/entity/Q333813,ÜberSoldier,single-player video game
http://www.wikidata.org/entity/Q335946,MIDI Maze,single-player video game
http://www.wikidata.org/entity/Q290534,Quake 4,multiplayer video game
http://www.wikidata.org/entity/Q302839,BioShock 2,multiplayer video game
http://www.wikidata.org/entity/Q323981,Left 4 Dead,multiplayer video game
http://www.wikidata.org/entity/Q324871,Titan Quest,multiplayer video game
http://www.wikidata.org/entity/Q335929,Soul Sacrifice,single-player video game
http://www.wikidata.org/entity/Q336177,EVE Online,multiplayer video game
http://www.wikidata.org/entity/Q305027,Deepolis,multiplayer online game
http://www.wikidata.org/entity/Q304258,Empire Earth II,single-player video game
http://www.wikidata.org/entity/Q306348,Narcissu,single-player video game
http://www.wikidata.org/entity/Q308961,Call of Duty 3,single-player video game
http://www.wikidata.org/entity/Q310422,RFactor,single-player video game
http://www.wikidata.org/entity/Q339056,Incubation: Time Is Running Out,single-player video game
http://www.wikidata.org/entity/Q339485,Dragon Quest Swords,single-player video game
http://www.wikidata.org/entity/Q288596,Silent Hill: Downpour,single-player video game
http://www.wikidata.org/entity/Q290534,Quake 4,single-player video game
http://www.wikidata.org/entity/Q302839,BioShock 2,single-player video game
http://www.wikidata.org/entity/Q323981,Left 4 Dead,single-player video game
http://www.wikidata.org/entity/Q324871,Titan Quest,single-player video game
http://www.wikidata.org/entity/Q338586,Universal Hero,single-player video game
http://www.wikidata.org/entity/Q323981,Left 4 Dead,cooperative gameplay
http://www.wikidata.org/entity/Q324871,Titan Quest,cooperative gameplay
http://www.wikidata.org/entity/Q292089,Ilomilo,multiplayer video game
http://www.wikidata.org/entity/Q323862,The Elder Scrolls V: Skyrim,multiplayer video game
http://www.wikidata.org/entity/Q290981,Legends of Wrestling II,multiplayer video game
http://www.wikidata.org/entity/Q289882,Super Monkey Ball,multiplayer video game
http://www.wikidata.org/entity/Q301555,New Super Mario Bros.,multiplayer video game
http://www.wikidata.org/entity/Q302319,Darkest Hour: A Hearts of Iron Game,multiplayer video game
http://www.wikidata.org/entity/Q292089,Ilomilo,single-player video game
http://www.wikidata.org/entity/Q300483,A Mind Forever Voyaging,single-player video game
http://www.wikidata.org/entity/Q302120,Costume Quest,single-player video game
http://www.wikidata.org/entity/Q308159,Narcissu: Side 2nd,single-player video game
http://www.wikidata.org/entity/Q310003,Killer7,single-player video game
http://www.wikidata.org/entity/Q323862,The Elder Scrolls V: Skyrim,single-player video game
http://www.wikidata.org/entity/Q338486,Street Fighter X Tekken,single-player video game
http://www.wikidata.org/entity/Q296101,APB: All Points Bulletin,multiplayer video game
http://www.wikidata.org/entity/Q300580,A Tale in the Desert,multiplayer video game
http://www.wikidata.org/entity/Q304003,Lords of the Realm III,multiplayer video game
http://www.wikidata.org/entity/Q288811,Batman: Arkham City,single-player video game
http://www.wikidata.org/entity/Q1540665,Q1540665,
http://www.wikidata.org/entity/Q1527974,Bomberman GB 3,
http://www.wikidata.org/entity/Q1565343,Q*bert,
http://www.wikidata.org/entity/Q1523048,Spitting Image,
http://www.wikidata.org/entity/Q1518663,Wacky Wheels,multiplayer video game
http://www.wikidata.org/entity/Q1538485,Tony Hawk's Pro Skater 2,multiplayer video game
http://www.wikidata.org/entity/Q1547686,Ground Control,multiplayer video game
http://www.wikidata.org/entity/Q1503511,Street Fighter,
http://www.wikidata.org/entity/Q1507921,Actionloop,multiplayer video game
http://www.wikidata.org/entity/Q1514853,Ghostbusters: The Video Game,multiplayer video game
http://www.wikidata.org/entity/Q1527546,Pokémon Mystery Dungeon: Gates to Infinity,
http://www.wikidata.org/entity/Q1527887,Legend of Hero Tonma,multiplayer video game
http://www.wikidata.org/entity/Q1506817,Shadow President,single-player video game
http://www.wikidata.org/entity/Q1518663,Wacky Wheels,single-player video game
http://www.wikidata.org/entity/Q1522331,Giana Sisters DS,single-player video game
http://www.wikidata.org/entity/Q1563780,ObsCure,multiplayer video game
http://www.wikidata.org/entity/Q1538485,Tony Hawk's Pro Skater 2,single-player video game
http://www.wikidata.org/entity/Q1544618,Green Green,single-player video game
http://www.wikidata.org/entity/Q1547686,Ground Control,single-player video game
http://www.wikidata.org/entity/Q1523333,Sweet Home,single-player video game
http://www.wikidata.org/entity/Q1520905,X-Plane,
http://www.wikidata.org/entity/Q1565437,Creatures 2,
http://www.wikidata.org/entity/Q1543280,Theme Park,single-player video game
http://www.wikidata.org/entity/Q1502524,Race 07,multiplayer video game
http://www.wikidata.org/entity/Q1512956,Tony Hawk's Pro Skater 4,multiplayer video game
http://www.wikidata.org/entity/Q1515711,Nanostray,multiplayer video game
http://www.wikidata.org/entity/Q1523264,Nagano Winter Olympics '98,multiplayer video game
http://www.wikidata.org/entity/Q1544650,WolfQuest,multiplayer video game
http://www.wikidata.org/entity/Q1501405,Unreal Tournament 2003,multiplayer video game
http://www.wikidata.org/entity/Q1506526,New Super Mario Bros. U,multiplayer video game
http://www.wikidata.org/entity/Q1527204,Army Men Advance,multiplayer video game
http://www.wikidata.org/entity/Q1502256,Geniu$: The Tech Tycoon Game,single-player video game
http://www.wikidata.org/entity/Q1507921,Actionloop,single-player video game
http://www.wikidata.org/entity/Q1503177,SpaceEngine,
http://www.wikidata.org/entity/Q1530381,Dynasty Warriors Next,
http://www.wikidata.org/entity/Q1535509,Rampart,single-player video game
http://www.wikidata.org/entity/Q1514853,Ghostbusters: The Video Game,single-player video game
http://www.wikidata.org/entity/Q1527683,Indiana Jones and the Infernal Machine,single-player video game
http://www.wikidata.org/entity/Q1527887,Legend of Hero Tonma,single-player video game
http://www.wikidata.org/entity/Q1536551,Nord and Bert Couldn't Make Head or Tail of It,single-player video game
http://www.wikidata.org/entity/Q1543256,Thunder Force III,single-player video game
http://www.wikidata.org/entity/Q1547588,Grotesque Tactics: Evil Heroes,single-player video game
http://www.wikidata.org/entity/Q1563780,ObsCure,single-player video game
http://www.wikidata.org/entity/Q1563780,ObsCure,cooperative gameplay
http://www.wikidata.org/entity/Q1507141,Sensible World of Soccer,multiplayer video game
http://www.wikidata.org/entity/Q1517141,Skate,multiplayer video game
http://www.wikidata.org/entity/Q1517301,Gorf,multiplayer video game
http://www.wikidata.org/entity/Q1502524,Race 07,single-player video game
http://www.wikidata.org/entity/Q1512956,Tony Hawk's Pro Skater 4,single-player video game
http://www.wikidata.org/entity/Q1515711,Nanostray,single-player video game
http://www.wikidata.org/entity/Q1523264,Nagano Winter Olympics '98,single-player video game
http://www.wikidata.org/entity/Q1527222,Army Men: Operation Green,single-player video game
http://www.wikidata.org/entity/Q1544650,WolfQuest,single-player video game
http://www.wikidata.org/entity/Q1506975,Kid Icarus: Uprising,multiplayer video game
http://www.wikidata.org/entity/Q1557589,Mr. Do!,single-player video game
http://www.wikidata.org/entity/Q1501405,Unreal Tournament 2003,single-player video game
http://www.wikidata.org/entity/Q1506526,New Super Mario Bros. U,single-player video game
http://www.wikidata.org/entity/Q1527204,Army Men Advance,single-player video game
http://www.wikidata.org/entity/Q1536626,Vagrant Story,single-player video game
http://www.wikidata.org/entity/Q1542626,Grand Monster Slam,single-player video game
http://www.wikidata.org/entity/Q1547059,Jak and Daxter: The Lost Frontier,single-player video game
http://www.wikidata.org/entity/Q1535818,Prey,multiplayer video game
http://www.wikidata.org/entity/Q1538087,Just Cause,single-player video game
http://www.wikidata.org/entity/Q1531134,Die Hard,single-player video game
http://www.wikidata.org/entity/Q1508297,Teenage Mutant Ninja Turtles,cooperative gameplay
http://www.wikidata.org/entity/Q1506526,New Super Mario Bros. U,cooperative gameplay
http://www.wikidata.org/entity/Q1544045,Gray Matter,single-player video game
http://www.wikidata.org/entity/Q1507141,Sensible World of Soccer,single-player video game
http://www.wikidata.org/entity/Q1512540,Haunting Ground,single-player video game
http://www.wikidata.org/entity/Q1517141,Skate,single-player video game
http://www.wikidata.org/entity/Q1517301,Gorf,single-player video game
http://www.wikidata.org/entity/Q1527294,Army Men: Major Malfunction,single-player video game
http://www.wikidata.org/entity/Q1527988,Darius Force,single-player video game
http://www.wikidata.org/entity/Q1528440,KZ Manager,single-player video game
http://www.wikidata.org/entity/Q1529879,Subarashiki Hibi,single-player video game
http://www.wikidata.org/entity/Q1506975,Kid Icarus: Uprising,single-player video game
http://www.wikidata.org/entity/Q1513013,Risen,single-player video game
http://www.wikidata.org/entity/Q1545555,Golden Sun,multiplayer video game
http://www.wikidata.org/entity/Q1514674,Midnight Club: Los Angeles,multiplayer video game
http://www.wikidata.org/entity/Q1535818,Prey,single-player video game
http://www.wikidata.org/entity/Q1542234,Infernal,single-player video game
http://www.wikidata.org/entity/Q1523204,Uninvited,single-player video game
http://www.wikidata.org/entity/Q1542701,Grand Prix Legends,multiplayer video game
http://www.wikidata.org/entity/Q1545555,Golden Sun,single-player video game
http://www.wikidata.org/entity/Q1507926,Yars' Revenge,single-player video game
http://www.wikidata.org/entity/Q1514023,Rush'n Attack,single-player video game
http://www.wikidata.org/entity/Q1514674,Midnight Club: Los Angeles,single-player video game
http://www.wikidata.org/entity/Q1516526,Rule of Rose,single-player video game
http://www.wikidata.org/entity/Q1537200,Mercenaries: Playground of Destruction,single-player video game
http://www.wikidata.org/entity/Q1552491,King's Quest IV,single-player video game
http://www.wikidata.org/entity/Q1517369,Red Orchestra: Ostfront 41-45,multiplayer video game
http://www.wikidata.org/entity/Q1535956,Knights of the Temple: Infernal Crusade,multiplayer video game
http://www.wikidata.org/entity/Q1516419,Patapon,single-player video game
http://www.wikidata.org/entity/Q1511144,SimEarth,single-player video game
http://www.wikidata.org/entity/Q1542701,Grand Prix Legends,single-player video game
http://www.wikidata.org/entity/Q1548088,Wallace & Gromit's Grand Adventures,single-player video game
http://www.wikidata.org/entity/Q1563815,Blocks That Matter,single-player video game
http://www.wikidata.org/entity/Q1515687,Total Overdose,single-player video game
http://www.wikidata.org/entity/Q1545458,Syndicate,single-player video game
http://www.wikidata.org/entity/Q1535956,Knights of the Temple: Infernal Crusade,single-player video game
http://www.wikidata.org/entity/Q1124655,Q1124655,
http://www.wikidata.org/entity/Q1133259,Q1133259,
http://www.wikidata.org/entity/Q1131234,Soul Link,
http://www.wikidata.org/entity/Q1132456,Kirby Super Star Ultra,
http://www.wikidata.org/entity/Q1130125,Snake,
http://www.wikidata.org/entity/Q1124560,The Nations,single-player video game
http://www.wikidata.org/entity/Q1117935,Leisure Suit Larry 8: Lust in Space,
http://www.wikidata.org/entity/Q1128764,Continental Circus,
http://www.wikidata.org/entity/Q1133782,City Life,single-player video game
http://www.wikidata.org/entity/Q1122324,Computer Space,multiplayer video game
http://www.wikidata.org/entity/Q1131694,Naruto: Uzumaki Chronicles,
http://www.wikidata.org/entity/Q1125364,Conflict: Desert Storm II,multiplayer video game
http://www.wikidata.org/entity/Q1125377,Descent: FreeSpace – The Great War,multiplayer video game
http://www.wikidata.org/entity/Q1134672,Alien Soldier,single-player video game
http://www.wikidata.org/entity/Q1118622,Leisure Suit Larry 4: The Missing Floppies,
http://www.wikidata.org/entity/Q1121317,Ehrgeiz,
http://www.wikidata.org/entity/Q1132696,Starry Sky,
http://www.wikidata.org/entity/Q1121493,Dragon Ball: Revenge of King Piccolo,multiplayer video game
http://www.wikidata.org/entity/Q1129775,Killzone,multiplayer video game
http://www.wikidata.org/entity/Q1130193,South Park: Chef's Luv Shack,multiplayer video game
http://www.wikidata.org/entity/Q1135241,Wii Sports Resort,multiplayer video game
http://www.wikidata.org/entity/Q1117764,Artificial Girl 2,
http://www.wikidata.org/entity/Q1119301,Deadliest Warrior: The Game,multiplayer video game
http://www.wikidata.org/entity/Q1130541,Kane & Lynch: Dead Men,multiplayer video game
http://www.wikidata.org/entity/Q1118629,Dragon Ball Z: Shin Budokai 2,single-player video game
http://www.wikidata.org/entity/Q1125773,Congo Bongo,
http://www.wikidata.org/entity/Q1122324,Computer Space,single-player video game
http://www.wikidata.org/entity/Q1125364,Conflict: Desert Storm II,single-player video game
http://www.wikidata.org/entity/Q1125377,Descent: FreeSpace – The Great War,single-player video game
http://www.wikidata.org/entity/Q1129127,Race On,single-player video game
http://www.wikidata.org/entity/Q1130980,Sam & Max Save the World,single-player video game
http://www.wikidata.org/entity/Q1133101,Resort Boin,single-player video game
http://www.wikidata.org/entity/Q1123012,Comunio,
http://www.wikidata.org/entity/Q1125377,Descent: FreeSpace – The Great War,cooperative gameplay
http://www.wikidata.org/entity/Q1115021,Command & Conquer: Tiberium Alliances,multiplayer video game
http://www.wikidata.org/entity/Q1114989,Hi-Octane,multiplayer video game
http://www.wikidata.org/entity/Q1126599,Conquest of the New World,multiplayer video game
http://www.wikidata.org/entity/Q1135890,Defense Grid: The Awakening,multiplayer video game
http://www.wikidata.org/entity/Q1117744,Progear,single-player video game
http://www.wikidata.org/entity/Q1120208,Mind Quiz,single-player video game
http://www.wikidata.org/entity/Q1121493,Dragon Ball: Revenge of King Piccolo,single-player video game
http://www.wikidata.org/entity/Q1129094,L.A. Noire,single-player video game
http://www.wikidata.org/entity/Q1129775,Killzone,single-player video game
http://www.wikidata.org/entity/Q1131067,Pipe Mania,single-player video game
http://www.wikidata.org/entity/Q1132810,Onimusha 2: Samurai's Destiny,single-player video game
http://www.wikidata.org/entity/Q1133126,LovePlus,single-player video game
http://www.wikidata.org/entity/Q1133204,Street Fighter II: The World Warrior,single-player video game
http://www.wikidata.org/entity/Q1135241,Wii Sports Resort,single-player video game
http://www.wikidata.org/entity/Q1127068,Lips,multiplayer video game
http://www.wikidata.org/entity/Q1128672,Lego Racers,multiplayer video game
http://www.wikidata.org/entity/Q1117744,Progear,cooperative gameplay
http://www.wikidata.org/entity/Q1119301,Deadliest Warrior: The Game,single-player video game
http://www.wikidata.org/entity/Q1117921,Q1117921,single-player video game
http://www.wikidata.org/entity/Q1123794,Tomb Raider III,single-player video game
http://www.wikidata.org/entity/Q1130541,Kane & Lynch: Dead Men,single-player video game
http://www.wikidata.org/entity/Q1134973,Neo Angelique,single-player video game
http://www.wikidata.org/entity/Q1130968,Q1130968,single-player video game
http://www.wikidata.org/entity/Q1123896,True Love,single-player video game
http://www.wikidata.org/entity/Q1130541,Kane & Lynch: Dead Men,cooperative gameplay
http://www.wikidata.org/entity/Q1116724,Homeworld,multiplayer video game
http://www.wikidata.org/entity/Q1114989,Hi-Octane,single-player video game
http://www.wikidata.org/entity/Q1126599,Conquest of the New World,single-player video game
http://www.wikidata.org/entity/Q1128513,Millennium 2.2,single-player video game
http://www.wikidata.org/entity/Q1129656,Karous,single-player video game
http://www.wikidata.org/entity/Q1135890,Defense Grid: The Awakening,single-player video game
http://www.wikidata.org/entity/Q1115523,Xenon,single-player video game
http://www.wikidata.org/entity/Q1115150,Commando,single-player video game
http://www.wikidata.org/entity/Q1127068,Lips,single-player video game
http://www.wikidata.org/entity/Q1126146,Neuromancer,single-player video game
http://www.wikidata.org/entity/Q1128672,Lego Racers,single-player video game
http://www.wikidata.org/entity/Q1120846,F1 Grand Prix,multiplayer video game
http://www.wikidata.org/entity/Q1116724,Homeworld,single-player video game
http://www.wikidata.org/entity/Q1115082,Syndicate Wars,multiplayer video game
http://www.wikidata.org/entity/Q1134072,Treasure Isle,multiplayer video game
http://www.wikidata.org/entity/Q1134618,Heroes of Might and Magic Online,multiplayer video game
http://www.wikidata.org/entity/Q1135847,SingStar,multiplayer video game
http://www.wikidata.org/entity/Q1120846,F1 Grand Prix,single-player video game
http://www.wikidata.org/entity/Q1132500,Core War,single-player video game
http://www.wikidata.org/entity/Q1132943,Queen: The eYe,single-player video game
http://www.wikidata.org/entity/Q1115005,Star Trek: Elite Force II,multiplayer video game
http://www.wikidata.org/entity/Q1115561,Baseball Stars Professional,multiplayer video game
http://www.wikidata.org/entity/Q1117024,Mario Kart 7,multiplayer video game
http://www.wikidata.org/entity/Q1117741,Medal of Honor: Vanguard,multiplayer video game
http://www.wikidata.org/entity/Q1134845,EverQuest,multiplayer video game
http://www.wikidata.org/entity/Q1133627,Pool of Radiance,single-player video game
http://www.wikidata.org/entity/Q1115082,Syndicate Wars,single-player video game
http://www.wikidata.org/entity/Q1125352,Conflict: Middle East Political Simulator,single-player video game
http://www.wikidata.org/entity/Q1128275,Deuteros,single-player video game
http://www.wikidata.org/entity/Q1129937,P.N.03,single-player video game
http://www.wikidata.org/entity/Q1134072,Treasure Isle,single-player video game
http://www.wikidata.org/entity/Q1135271,So Blonde,single-player video game
http://www.wikidata.org/entity/Q1135847,SingStar,single-player video game
http://www.wikidata.org/entity/Q1115005,Star Trek: Elite Force II,single-player video game
http://www.wikidata.org/entity/Q1115561,Baseball Stars Professional,single-player video game
http://www.wikidata.org/entity/Q1117024,Mario Kart 7,single-player video game
http://www.wikidata.org/entity/Q1117741,Medal of Honor: Vanguard,single-player video game
http://www.wikidata.org/entity/Q1118490,Aidyn Chronicles: The First Mage,single-player video game
http://www.wikidata.org/entity/Q1126115,Conker's Pocket Tales,single-player video game
http://www.wikidata.org/entity/Q1128569,The Lords of Midnight,single-player video game
http://www.wikidata.org/entity/Q1129452,God of War III,single-player video game
http://www.wikidata.org/entity/Q726752,ParaWorld,multiplayer video game
http://www.wikidata.org/entity/Q720311,Frogger's Adventures: The Rescue,single-player video game
http://www.wikidata.org/entity/Q721710,Phoenix Wright: Ace Attorney − Trials and Tribulations,single-player video game
http://www.wikidata.org/entity/Q725280,FIFA 07,single-player video game
http://www.wikidata.org/entity/Q728989,Gears of War 2,single-player video game
http://www.wikidata.org/entity/Q729212,Spider-Man: Shattered Dimensions,single-player video game
http://www.wikidata.org/entity/Q726167,Harry Potter and the Chamber of Secrets,single-player video game
http://www.wikidata.org/entity/Q738696,FunOrb,
http://www.wikidata.org/entity/Q728989,Gears of War 2,cooperative gameplay
http://www.wikidata.org/entity/Q725053,Ashen,single-player video game
http://www.wikidata.org/entity/Q732438,Just Dance 2,multiplayer video game
http://www.wikidata.org/entity/Q733561,Bulletstorm,multiplayer video game
http://www.wikidata.org/entity/Q735896,Fragile Allegiance,multiplayer video game
http://www.wikidata.org/entity/Q736887,Virtua Tennis 4,multiplayer video game
http://www.wikidata.org/entity/Q737103,Quake II,multiplayer video game
http://www.wikidata.org/entity/Q733488,The King of Fighters XI,
http://www.wikidata.org/entity/Q734911,Balls of Steel,
http://www.wikidata.org/entity/Q721822,Pokémon Ruby and Sapphire,multiplayer video game
http://www.wikidata.org/entity/Q732768,Rush for Berlin,multiplayer video game
http://www.wikidata.org/entity/Q726752,ParaWorld,single-player video game
http://www.wikidata.org/entity/Q731566,Superfrog,single-player video game
http://www.wikidata.org/entity/Q731612,Mega Man II,single-player video game
http://www.wikidata.org/entity/Q737821,Lego Racers 2,single-player video game
http://www.wikidata.org/entity/Q727139,Earthworm Jim,single-player video game
http://www.wikidata.org/entity/Q733992,Resident Evil 2,single-player video game
http://www.wikidata.org/entity/Q729857,Aikatsu!,
http://www.wikidata.org/entity/Q720190,Contra: Legacy of War,multiplayer video game
http://www.wikidata.org/entity/Q722334,Minetest Game,multiplayer video game
http://www.wikidata.org/entity/Q728983,Supreme Commander,multiplayer video game
http://www.wikidata.org/entity/Q731169,Theocracy,multiplayer video game
http://www.wikidata.org/entity/Q731919,Dragon Ball Z: Supersonic Warriors,multiplayer video game
http://www.wikidata.org/entity/Q736939,Asphalt Urban GT,multiplayer video game
http://www.wikidata.org/entity/Q726834,Eternal Eden,single-player video game
http://www.wikidata.org/entity/Q731266,Brain Dead 13,single-player video game
http://www.wikidata.org/entity/Q732438,Just Dance 2,single-player video game
http://www.wikidata.org/entity/Q733561,Bulletstorm,single-player video game
http://www.wikidata.org/entity/Q735896,Fragile Allegiance,single-player video game
http://www.wikidata.org/entity/Q736528,Enter the Matrix,single-player video game
http://www.wikidata.org/entity/Q736865,Zeus: Master of Olympus,single-player video game
http://www.wikidata.org/entity/Q736887,Virtua Tennis 4,single-player video game
http://www.wikidata.org/entity/Q737103,Quake II,single-player video game
http://www.wikidata.org/entity/Q721822,Pokémon Ruby and Sapphire,single-player video game
http://www.wikidata.org/entity/Q733561,Bulletstorm,cooperative gameplay
http://www.wikidata.org/entity/Q732768,Rush for Berlin,single-player video game
http://www.wikidata.org/entity/Q737103,Quake II,cooperative gameplay
http://www.wikidata.org/entity/Q735926,Dragon Age: Origins,single-player video game
http://www.wikidata.org/entity/Q731466,OXO,single-player video game
http://www.wikidata.org/entity/Q729162,Alias,single-player video game
http://www.wikidata.org/entity/Q720701,New Adventure Island,single-player video game
http://www.wikidata.org/entity/Q721001,Phantasy Star II,single-player video game
http://www.wikidata.org/entity/Q721687,Ascendancy,single-player video game
http://www.wikidata.org/entity/Q722334,Minetest Game,single-player video game
http://www.wikidata.org/entity/Q728983,Supreme Commander,single-player video game
http://www.wikidata.org/entity/Q731169,Theocracy,single-player video game
http://www.wikidata.org/entity/Q731919,Dragon Ball Z: Supersonic Warriors,single-player video game
http://www.wikidata.org/entity/Q736939,Asphalt Urban GT,single-player video game
http://www.wikidata.org/entity/Q723223,War of the Roses,multiplayer video game
http://www.wikidata.org/entity/Q720456,Dōsei,single-player video game
http://www.wikidata.org/entity/Q726190,Need for Speed: Underground 2,multiplayer video game
http://www.wikidata.org/entity/Q726545,Quake III Arena,multiplayer video game
http://www.wikidata.org/entity/Q735242,Dragon Ball: Raging Blast 2,multiplayer video game
http://www.wikidata.org/entity/Q737308,Star Wars: The Old Republic,multiplayer video game
http://www.wikidata.org/entity/Q737653,Wasteland,single-player video game
http://www.wikidata.org/entity/Q729074,Dead Space,single-player video game
http://www.wikidata.org/entity/Q730466,Ninja Gaiden Sigma 2,multiplayer video game
http://www.wikidata.org/entity/Q720440,Darius Twin,single-player video game
http://www.wikidata.org/entity/Q723623,Blaster Master: Enemy Below,single-player video game
http://www.wikidata.org/entity/Q726190,Need for Speed: Underground 2,single-player video game
http://www.wikidata.org/entity/Q726545,Quake III Arena,single-player video game
http://www.wikidata.org/entity/Q735242,Dragon Ball: Raging Blast 2,single-player video game
http://www.wikidata.org/entity/Q735275,Jetpac,single-player video game
http://www.wikidata.org/entity/Q738698,Bomb Jack,single-player video game
http://www.wikidata.org/entity/Q725902,Star Wars: Knights of the Old Republic,single-player video game
http://www.wikidata.org/entity/Q721172,Codename: Panzers Phase II,multiplayer video game
http://www.wikidata.org/entity/Q728061,Duke Nukem 3D,multiplayer video game
http://www.wikidata.org/entity/Q736040,Max Payne 3,multiplayer video game
http://www.wikidata.org/entity/Q736552,Dragon Ball Z: Ultimate Tenkaichi,multiplayer video game
http://www.wikidata.org/entity/Q730466,Ninja Gaiden Sigma 2,single-player video game
http://www.wikidata.org/entity/Q737944,Wolfenstein RPG,single-player video game
http://www.wikidata.org/entity/Q729574,Blue Lightning,single-player video game
http://www.wikidata.org/entity/Q731096,They,multiplayer video game
http://www.wikidata.org/entity/Q730466,Ninja Gaiden Sigma 2,cooperative gameplay
http://www.wikidata.org/entity/Q721172,Codename: Panzers Phase II,single-player video game
http://www.wikidata.org/entity/Q725057,Mass Effect 2,single-player video game
http://www.wikidata.org/entity/Q732943,The Legend of Zelda: Majora's Mask,single-player video game
http://www.wikidata.org/entity/Q728061,Duke Nukem 3D,single-player video game
http://www.wikidata.org/entity/Q733711,Severance: Blade of Darkness,single-player video game
http://www.wikidata.org/entity/Q735613,The Legend of Zelda: Twilight Princess,single-player video game
http://www.wikidata.org/entity/Q736040,Max Payne 3,single-player video game
http://www.wikidata.org/entity/Q736552,Dragon Ball Z: Ultimate Tenkaichi,single-player video game
http://www.wikidata.org/entity/Q728061,Duke Nukem 3D,cooperative gameplay
http://www.wikidata.org/entity/Q734758,Gauntlet,single-player video game
http://www.wikidata.org/entity/Q735199,E-Motion,single-player video game
http://www.wikidata.org/entity/Q720311,Frogger's Adventures: The Rescue,multiplayer video game
http://www.wikidata.org/entity/Q725280,FIFA 07,multiplayer video game
http://www.wikidata.org/entity/Q728989,Gears of War 2,multiplayer video game
http://www.wikidata.org/entity/Q736801,Atlantica Online,multiplayer video game
http://www.wikidata.org/entity/Q731096,They,single-player video game
http://www.wikidata.org/entity/Q734758,Gauntlet,cooperative gameplay
http://www.wikidata.org/entity/Q725053,Ashen,multiplayer video game
http://www.wikidata.org/entity/Q863486,Q863486,
http://www.wikidata.org/entity/Q859650,Glove on Fight,
http://www.wikidata.org/entity/Q863004,Hannah Montana: Spotlight World Tour,
http://www.wikidata.org/entity/Q864600,Hoshizora no Memoria,
http://www.wikidata.org/entity/Q868389,Final Fantasy XIV,multiplayer video game
http://www.wikidata.org/entity/Q864188,Frogger: Helmet Chaos,multiplayer video game
http://www.wikidata.org/entity/Q864389,Nintendogs,multiplayer video game
http://www.wikidata.org/entity/Q866349,Dungeon Siege,multiplayer video game
http://www.wikidata.org/entity/Q866397,Need for Speed: Hot Pursuit 2,multiplayer video game
http://www.wikidata.org/entity/Q868260,Colin McRae Rally 04,multiplayer video game
http://www.wikidata.org/entity/Q869138,Cosmic Wars,multiplayer video game
http://www.wikidata.org/entity/Q859380,Harry Potter: Quidditch World Cup,single-player video game
http://www.wikidata.org/entity/Q865251,Brothers in Arms: D-Day,single-player video game
http://www.wikidata.org/entity/Q866149,Remember 11: The Age of Infinity,single-player video game
http://www.wikidata.org/entity/Q866162,Ragnarok Odyssey,single-player video game
http://www.wikidata.org/entity/Q866904,CT Special Forces 2: Back in the Trenches,single-player video game
http://www.wikidata.org/entity/Q867003,Fairy Wars,single-player video game
http://www.wikidata.org/entity/Q867658,Cities in Motion,single-player video game
http://www.wikidata.org/entity/Q869532,Crash of the Titans,single-player video game
http://www.wikidata.org/entity/Q869532,Crash of the Titans,cooperative gameplay
