videogames,videogamesLabel,developerLabel,publisherLabel,designedByLabel,composerLabel
http://www.wikidata.org/entity/Q2278385,Sherlock Holmes versus Arsène Lupin,Frogwares,Focus Home Interactive,,
http://www.wikidata.org/entity/Q2278471,EyeToy: AntiGrav,Harmonix Music Systems,Sony Interactive Entertainment,,
http://www.wikidata.org/entity/Q2278537,Captain Tsubasa Vol. II: Super Striker,Tecmo,,,Keiji Yamagishi
http://www.wikidata.org/entity/Q2278570,Benefactor,EA DICE,SCE Studio Liverpool,,
http://www.wikidata.org/entity/Q2279513,Q2279513,,,,
http://www.wikidata.org/entity/Q2279587,Shivers II: Harvest of Souls,Sierra Entertainment,,,Guy Whitmore
http://www.wikidata.org/entity/Q2279868,The Sims Online,Maxis,Electronic Arts,Will Wright,Jerry Martin
http://www.wikidata.org/entity/Q2280096,Q2280096,,,,
http://www.wikidata.org/entity/Q2280672,Sin,Ritual Entertainment,Activision Publishing,,
http://www.wikidata.org/entity/Q2280952,Mafia Wars,Zynga,Zynga,,
http://www.wikidata.org/entity/Q2281114,Bloody Roar,Eighting,Sony Interactive Entertainment,,Atsuhiro Motoyama
http://www.wikidata.org/entity/Q2281747,Anticipation,Rare Ltd.,Nintendo,,David Wise
http://www.wikidata.org/entity/Q2282850,Siege of Avalon,,Take-Two Interactive,,
http://www.wikidata.org/entity/Q2283511,Q2283511,,,,
http://www.wikidata.org/entity/Q1846954,Q1846954,,,,
http://www.wikidata.org/entity/Q1847631,Q1847631,,,,
http://www.wikidata.org/entity/Q1848233,Q1848233,,,,
http://www.wikidata.org/entity/Q1848971,Shadowrun,BlueSky Software,Sega,,
http://www.wikidata.org/entity/Q1848990,Shadowrun,Krome Studios Melbourne,Data East,Paul Kidd,
http://www.wikidata.org/entity/Q1849361,Wurm Online,,,Markus Persson,
http://www.wikidata.org/entity/Q1849822,Virtua Racing,Sega AM2,Sega,Yu Suzuki,Takenobu Mitsuyoshi
http://www.wikidata.org/entity/Q1850126,Q1850126,Dinamic Software,Dinamic Software,,
http://www.wikidata.org/entity/Q1851017,International Superstar Soccer,Konami,Konami,,
http://www.wikidata.org/entity/Q1851681,Mass Destruction,,ASC Games,,
http://www.wikidata.org/entity/Q1851926,Alley Cat,IBM,IBM,Bill Williams,Bill Williams
http://www.wikidata.org/entity/Q1851926,Alley Cat,Synapse Software,IBM,Bill Williams,Bill Williams
http://www.wikidata.org/entity/Q1852226,SSX,EA Vancouver,Electronic Arts Victor,,
http://www.wikidata.org/entity/Q1852990,Q1852990,,,,
http://www.wikidata.org/entity/Q1853282,Jammit,,GTE Interactive Media,,
http://www.wikidata.org/entity/Q1853367,Virtua Tennis,Sega AM3,Sega,,
http://www.wikidata.org/entity/Q1853876,Double Switch,Digital Pictures,Sega,,
http://www.wikidata.org/entity/Q1854477,Urban Strike,,Electronic Arts,,Stewart Copeland
http://www.wikidata.org/entity/Q1855503,Perimeter,K-D Lab,Codemasters,,
http://www.wikidata.org/entity/Q1855503,Perimeter,K-D Lab,1C Company,,
http://www.wikidata.org/entity/Q1855957,Nights into Dreams...,Sonic Team,Sega,Takashi Iizuka,Naofumi Hataya
http://www.wikidata.org/entity/Q1856575,Extreme Ghostbusters,,,,
http://www.wikidata.org/entity/Q1857162,Arcade Fruit Machine,,,,
http://www.wikidata.org/entity/Q1857761,Trauma Center: Under the Knife,Atlus,Nintendo,,Shoji Meguro
http://www.wikidata.org/entity/Q1858011,Q1858011,,,,
http://www.wikidata.org/entity/Q1858107,You Don't Know Jack,,,,
http://www.wikidata.org/entity/Q1859551,Q1859551,,,,
http://www.wikidata.org/entity/Q1859666,Nightshade,Stamper brothers,Ultimate Play the Game,,
http://www.wikidata.org/entity/Q1859672,Resonance of Fate,tri-Ace,Sega,,Kōhei Tanaka
http://www.wikidata.org/entity/Q1860494,Jet Moto,SingleTrac,Sony Interactive Entertainment,,
http://www.wikidata.org/entity/Q1860915,Wallie Goes to Rhymeland,,,,
http://www.wikidata.org/entity/Q1860996,Scooby-Doo! Classic Creep Capers,Terraglyph Interactive Studios,THQ,,
http://www.wikidata.org/entity/Q1861162,Top Spin,PAM Development,Xbox Game Studios,,
http://www.wikidata.org/entity/Q1861413,Falcon's Eye,,,,
http://www.wikidata.org/entity/Q1863757,Little Monster at School,,,,
http://www.wikidata.org/entity/Q1863895,Sonic Rush,Sonic Team,Sega,,Hideki Naganuma
http://www.wikidata.org/entity/Q1864916,Nicky 2,Microïds,,,Claude Abromont
http://www.wikidata.org/entity/Q1865060,Gauntlet II,Atari Games,Atari Games,Ed Logg,
http://www.wikidata.org/entity/Q1865443,Majesty: The Fantasy Kingdom Sim,Cyberlore Studios,Infogrames,,Kevin Manthei
http://www.wikidata.org/entity/Q1865940,International Superstar Soccer 2000,Konami,Konami,,
http://www.wikidata.org/entity/Q1867725,Dalek Attack,,,,
http://www.wikidata.org/entity/Q1867913,Air Conflicts: Secret Wars,Farming Simulator,bitcomposer Entertainment,,
http://www.wikidata.org/entity/Q1867913,Air Conflicts: Secret Wars,3Division,bitcomposer Entertainment,,
http://www.wikidata.org/entity/Q1868703,Lollipop Chainsaw,Grasshopper Manufacture,Kadokawa Shoten,,Akira Yamaoka
http://www.wikidata.org/entity/Q1868703,Lollipop Chainsaw,Grasshopper Manufacture,Warner Bros. Interactive Entertainment,,Akira Yamaoka
http://www.wikidata.org/entity/Q1868943,Laser-Kendo,,,,
http://www.wikidata.org/entity/Q1869313,Super Gem Fighter Mini Mix,Capcom,Capcom,,
http://www.wikidata.org/entity/Q1869723,Lords of the Rising Sun,Cinemaware,Cinemaware,,
http://www.wikidata.org/entity/Q1869914,Q1869914,,,,
http://www.wikidata.org/entity/Q1869917,Lords of Doom,,,,
http://www.wikidata.org/entity/Q1870070,CSI: NY,Legacy Interactive,Ubisoft,,
http://www.wikidata.org/entity/Q1870291,Dinotopia: The Sunstone Odyssey,Vicious Cycle Software,TDK Mediactive,,
http://www.wikidata.org/entity/Q1870692,Tempest 2000,Jeff Minter,Atari Corporation,Jeff Minter,
http://www.wikidata.org/entity/Q1870692,Tempest 2000,Atari Corporation,Atari Corporation,Jeff Minter,
http://www.wikidata.org/entity/Q1871245,Lotus Esprit Turbo Challenge,Magnetic Fields,Gremlin Interactive,,
http://www.wikidata.org/entity/Q1871848,Kirby Super Star,HAL Laboratory,Nintendo,,
http://www.wikidata.org/entity/Q1872394,Rick Dangerous,Core Design,Firebird Software,,
http://www.wikidata.org/entity/Q1872394,Rick Dangerous,Core Design,Telecomsoft,,
http://www.wikidata.org/entity/Q1872579,Burnout Legends,Criterion Games,Electronic Arts,,
http://www.wikidata.org/entity/Q1872675,Q1872675,,,,
http://www.wikidata.org/entity/Q1873701,Transformers: The Battle to Save the Earth,Activision Publishing,,David Crane,
http://www.wikidata.org/entity/Q1873945,War Gods,Midway Games,GT Interactive Software,,
http://www.wikidata.org/entity/Q1875874,Auf Wiedersehen Monty,,Gremlin Interactive,,Rob Hubbard
http://www.wikidata.org/entity/Q1877232,Flintstones Jetsons: Timewarp,,,,
http://www.wikidata.org/entity/Q1878346,Hover Strike: Unconquered Lands,,,,
http://www.wikidata.org/entity/Q1878760,Q1878760,,,,
http://www.wikidata.org/entity/Q1880097,Q1880097,,,,
http://www.wikidata.org/entity/Q1880281,Q1880281,,,,
http://www.wikidata.org/entity/Q1880634,Metal Gear Solid HD Collection,Kojima Productions,Konami,,
http://www.wikidata.org/entity/Q1880634,Metal Gear Solid HD Collection,Bluepoint Games,Konami,,
http://www.wikidata.org/entity/Q1880712,WorldShift,Creative Assembly Sofia,Playlogic Entertainment,,
http://www.wikidata.org/entity/Q1880723,Scooby-Doo! Mystery Mayhem,Behaviour Interactive,THQ,,
http://www.wikidata.org/entity/Q1880781,Need for Speed: Most Wanted,Criterion Games,Electronic Arts,,
http://www.wikidata.org/entity/Q1881315,MDK,Shiny Entertainment,Interplay Entertainment,Nick Bruty,Tommy Tallarico
http://www.wikidata.org/entity/Q1881537,Q1881537,,,,
http://www.wikidata.org/entity/Q1881973,Dizzy Panic!,Big Red Software,Codemasters,Oliver Twins,Allister Brimble
http://www.wikidata.org/entity/Q1882010,Q1882010,,,,
http://www.wikidata.org/entity/Q1882121,Lego Universe,The Lego Group,Warner Bros. Interactive Entertainment,,Brian Tyler
http://www.wikidata.org/entity/Q1883089,MadWorld,Platinum Games,North America,,
http://www.wikidata.org/entity/Q1883369,Speedball 2: Brutal Deluxe (2007 video game),Empire Interactive,Mirrorsoft,,
http://www.wikidata.org/entity/Q1883608,Maelstrom,Ambrosia Software,Ambrosia Software,,
http://www.wikidata.org/entity/Q1883933,Sonic Rivals,Backbone Entertainment,Sega,,
http://www.wikidata.org/entity/Q1884098,Q1884098,,,,
http://www.wikidata.org/entity/Q1884565,Q1884565,,,,
http://www.wikidata.org/entity/Q1886140,Wizardry: Proving Grounds of the Mad Overlord,Sir-Tech,,Andrew C. Greenberg,
http://www.wikidata.org/entity/Q1886410,Viewtiful Joe,Clover Studio,Capcom,,
http://www.wikidata.org/entity/Q1886919,Super Mario Advance 4: Super Mario Bros. 3,Nintendo Entertainment Analysis & Development,Nintendo,,
http://www.wikidata.org/entity/Q1887126,Q1887126,,,,
http://www.wikidata.org/entity/Q1887736,Time Hollow,,Konami,Junko Kawano,
http://www.wikidata.org/entity/Q1888364,The Battle of Olympus,Radical Entertainment,Brøderbund,,Kazuo Sawa
http://www.wikidata.org/entity/Q1890066,N,Metanet Software,Metanet Software,,
http://www.wikidata.org/entity/Q1890670,Last Ninja 2,System 3,Activision Publishing,,
http://www.wikidata.org/entity/Q1891535,Winter Challenge,,Accolade,,
http://www.wikidata.org/entity/Q1891590,Ultima Underworld: The Stygian Abyss,Looking Glass Studios,Origin Systems,Paul Neurath,George Sanger
http://www.wikidata.org/entity/Q1891593,Alien vs Predator,Rebellion Developments,Atari Corporation,,
http://www.wikidata.org/entity/Q1891626,Viduzzles,,,,
http://www.wikidata.org/entity/Q1892345,Kick Off 2,,,,
http://www.wikidata.org/entity/Q1892615,Last Battle,Sega,Sega,Yasushi Yamaguchi,
http://www.wikidata.org/entity/Q1893078,Q1893078,,,,
http://www.wikidata.org/entity/Q1893529,El Tigre: The Adventures of Manny Rivera,Blue Tongue Entertainment,Nickelodeon,,Mick Gordon
http://www.wikidata.org/entity/Q2283875,Heavy Gear II,Activision Publishing,Activision Publishing,,
http://www.wikidata.org/entity/Q2283875,Heavy Gear II,Loki Entertainment,Activision Publishing,,
http://www.wikidata.org/entity/Q2284296,War of the Worlds,Tim Skelly,Cinematronics,Tim Skelly,
http://www.wikidata.org/entity/Q2285146,Highlander: The Last of the MacLeods,,Atari,,
http://www.wikidata.org/entity/Q2285151,Q2285151,,,,
http://www.wikidata.org/entity/Q2285663,Q2285663,,,,
http://www.wikidata.org/entity/Q2287101,QuackShot,Sonic Team,Sega,,
http://www.wikidata.org/entity/Q2287522,Q2287522,,,,
http://www.wikidata.org/entity/Q2287670,Nocturne,Terminal Reality,Gathering of Developers,,
http://www.wikidata.org/entity/Q2287853,Castlevania: Dawn of Sorrow,Konami,Konami,,Michiru Yamane
http://www.wikidata.org/entity/Q2287871,Apollo Justice: Ace Attorney,Capcom,Capcom,,Toshihiko Horiyama
http://www.wikidata.org/entity/Q2287871,Apollo Justice: Ace Attorney,Capcom,Nintendo Australia,,Toshihiko Horiyama
http://www.wikidata.org/entity/Q2287881,Guitar Hero: On Tour (series),Vicarious Visions,Activision Blizzard,,
http://www.wikidata.org/entity/Q2287900,Castlevania: Portrait of Ruin,Konami,Konami,,Michiru Yamane
http://www.wikidata.org/entity/Q2287952,Tony Hawk's Project 8,Neversoft,Activision Publishing,,
http://www.wikidata.org/entity/Q2287952,Tony Hawk's Project 8,Shaba Games,Activision Publishing,,
http://www.wikidata.org/entity/Q2288007,Siren: Blood Curse,Project Siren,Sony Interactive Entertainment,,Hitomi Shimizu
http://www.wikidata.org/entity/Q2288026,Forbidden Siren 2,Project Siren,Sony Interactive Entertainment,,Kuniaki Haishima
http://www.wikidata.org/entity/Q2288080,Ben 10: Protector of Earth,High Voltage Software,D3 Publisher,,
http://www.wikidata.org/entity/Q2288193,Q2288193,,,,
http://www.wikidata.org/entity/Q2288749,Chelnov,Data East,Data East,,
http://www.wikidata.org/entity/Q2289071,Call of Duty: Roads to Victory,Amaze Entertainment,Activision Publishing,,
http://www.wikidata.org/entity/Q2289106,Mr Blobby,,,,
http://www.wikidata.org/entity/Q2289173,Joint Task Force,,Sierra Entertainment,,
http://www.wikidata.org/entity/Q2289666,Burnout,Criterion Games,Acclaim Entertainment,,
http://www.wikidata.org/entity/Q2289776,Fatal Frame II: Crimson Butterfly,Tecmo,Xbox Game Studios,,
http://www.wikidata.org/entity/Q2289776,Fatal Frame II: Crimson Butterfly,Koei Tecmo Holdings,Xbox Game Studios,,
http://www.wikidata.org/entity/Q2289776,Fatal Frame II: Crimson Butterfly,Tecmo,Ubisoft,,
http://www.wikidata.org/entity/Q2289776,Fatal Frame II: Crimson Butterfly,Koei Tecmo Holdings,Ubisoft,,
http://www.wikidata.org/entity/Q2289776,Fatal Frame II: Crimson Butterfly,Tecmo,Tecmo,,
http://www.wikidata.org/entity/Q2289776,Fatal Frame II: Crimson Butterfly,Koei Tecmo Holdings,Tecmo,,
http://www.wikidata.org/entity/Q2290192,Miniconomy,,,,
http://www.wikidata.org/entity/Q2290200,Madden NFL 07,EA Tiburon,EA Sports,,
http://www.wikidata.org/entity/Q2290347,Super Monkey Ball: Banana Blitz,Sega,Sega,,Hideki Naganuma
http://www.wikidata.org/entity/Q2290361,Feel the Magic: XY/XX,Sonic Team,Sega,,Naofumi Hataya
http://www.wikidata.org/entity/Q2290426,Myth: The Fallen Lords,Bungie,Bungie,,Martin O'Donnell
http://www.wikidata.org/entity/Q2290448,Tekken 5: Dark Resurrection,Namco,Bandai Namco Entertainment,,
http://www.wikidata.org/entity/Q2290750,Bio Menace,Apogee Software,3D Realms,,Robert Prince
http://www.wikidata.org/entity/Q2290874,EOE: Eve of Extinction,Yuke's,Eidos Interactive,,
http://www.wikidata.org/entity/Q2290882,Black & White 2,Lionhead Studios,Electronic Arts,Peter Molyneux,Paul Romero
http://www.wikidata.org/entity/Q2290882,Black & White 2,Lionhead Studios,Feral Interactive,Peter Molyneux,Paul Romero
http://www.wikidata.org/entity/Q2290882,Black & White 2,Lionhead Studios,Electronic Arts,Ron Millar,Paul Romero
http://www.wikidata.org/entity/Q2290882,Black & White 2,Lionhead Studios,Feral Interactive,Ron Millar,Paul Romero
http://www.wikidata.org/entity/Q2290930,Pokémon Stadium 2,Nintendo Entertainment Analysis & Development,Nintendo,,
http://www.wikidata.org/entity/Q2291002,Pokémon Colosseum,Genius Sonority,Nintendo,Satoshi Tajiri,Tsukasa Tawada
http://www.wikidata.org/entity/Q2291123,Broken Sword: The Shadow of the Templars,Revolution Software,Virgin Interactive,,Barrington Pheloung
http://www.wikidata.org/entity/Q2291164,Racing Simulation 3,Ubisoft,Ubisoft,,
http://www.wikidata.org/entity/Q2291213,Before Crisis: Final Fantasy VII,Square Enix,Square Enix,,Takeharu Ishimoto
http://www.wikidata.org/entity/Q2291309,Castlevania: Aria of Sorrow,Konami,Konami,,Michiru Yamane
http://www.wikidata.org/entity/Q2291321,Crash Nitro Kart,Vicarious Visions,Vivendi Games,,
http://www.wikidata.org/entity/Q2291507,England Championship Special,,,,
http://www.wikidata.org/entity/Q2291549,Syphon Filter: Dark Mirror,SIE Bend Studio,Sony Interactive Entertainment,,Mark Snow
http://www.wikidata.org/entity/Q2291589,Skaphander: Der Auftrag,,,,
http://www.wikidata.org/entity/Q2291646,SimPark,Maxis,Maxis,,Jerry Martin
http://www.wikidata.org/entity/Q2291672,Harvest Moon: Magical Melody,Marvelous Entertainment,Marvelous Entertainment,,
http://www.wikidata.org/entity/Q2291864,Genji: Dawn of the Samurai,Game Republic,Sony Interactive Entertainment,,Yasuharu Takanashi
http://www.wikidata.org/entity/Q2292133,Ski Challenge,,,,
http://www.wikidata.org/entity/Q2292272,Skies of Arcadia,Sega Wow,Sega,,Tatsuyuki Maeda
http://www.wikidata.org/entity/Q2292340,Chack'n Pop,Taito Corporation,Taito Corporation,,
http://www.wikidata.org/entity/Q2292393,Rayman 2: The Great Escape,Ubisoft Montpellier,Ubisoft,Michel Ancel,
http://www.wikidata.org/entity/Q2292483,Ratchet & Clank: Up Your Arsenal,Insomniac Games,Sony Interactive Entertainment,,David Bergeaud
http://www.wikidata.org/entity/Q2292512,Croc: Legend of the Gobbos,Argonaut Games,Fox Interactive,,
http://www.wikidata.org/entity/Q2292666,Hocus Pocus,,3D Realms,,
http://www.wikidata.org/entity/Q2292867,Tokimeki Memorial Girl's Side: 2nd Kiss,Konami,Konami,,
http://www.wikidata.org/entity/Q2292881,Q2292881,,,,
http://www.wikidata.org/entity/Q2292884,Parasol Stars,Taito Corporation,Taito Corporation,,Noriyuki Iwadare
http://www.wikidata.org/entity/Q2293119,Alex Kidd: High-Tech World,Sega,Sega,,
http://www.wikidata.org/entity/Q2293218,Albegas,,,,
http://www.wikidata.org/entity/Q2293374,Three Kingdoms: Fate of the Dragon,,Eidos Interactive,,
http://www.wikidata.org/entity/Q2293593,Geometry Wars,Bizarre Creations,Xbox Game Studios,,
http://www.wikidata.org/entity/Q2293688,Naruto: Ultimate Ninja,"Bandai Co., Ltd.",Atari,,
http://www.wikidata.org/entity/Q2293778,Driver,Ubisoft Reflections,GT Interactive Software,,Allister Brimble
http://www.wikidata.org/entity/Q2294303,Legacy of Kain: Defiance,Crystal Dynamics,Eidos Interactive,,Jim Hedges
http://www.wikidata.org/entity/Q2294466,Blood Omen: Legacy of Kain,Silicon Knights,Crystal Dynamics,,
http://www.wikidata.org/entity/Q2294865,Dragon Warrior VII,Heartbeat,Enix,Yuji Horii,Koichi Sugiyama
http://www.wikidata.org/entity/Q2294890,Bosconian,Namco,Namco,,
http://www.wikidata.org/entity/Q2295252,Corridor 7: Alien Invasion,Capstone Software,IntraCorp,,
http://www.wikidata.org/entity/Q2295278,Q2295278,,,,
http://www.wikidata.org/entity/Q2295550,Q2295550,,,,
http://www.wikidata.org/entity/Q2295559,Ogre Battle 64: Person of Lordly Caliber,Quest Corporation,Nintendo,,Hitoshi Sakimoto
http://www.wikidata.org/entity/Q2295614,Q2295614,,,,
http://www.wikidata.org/entity/Q2295646,Stargoose,,,,
http://www.wikidata.org/entity/Q2295882,Snipes,Drew Major,,,
http://www.wikidata.org/entity/Q2295900,Q2295900,,,,
http://www.wikidata.org/entity/Q2296093,The Incredibles,Helixe,THQ,,Michael Giacchino
http://www.wikidata.org/entity/Q2296131,Canvas 2: Akane-iro no Palette,,,,
http://www.wikidata.org/entity/Q2296575,Madden NFL 08,EA Tiburon,EA Sports,,
http://www.wikidata.org/entity/Q2297303,Sodium,,,,
http://www.wikidata.org/entity/Q2297344,Space Invasion,Bigpoint GmbH,Bigpoint GmbH,,
http://www.wikidata.org/entity/Q2297364,Teenage Mutant Ninja Turtles: Turtles in Time,Konami,Konami,,Kôzô Nakamura
http://www.wikidata.org/entity/Q2297427,International Tennis Open,Infogrames,Koninklijke Philips NV,,
http://www.wikidata.org/entity/Q2297485,Ice Station Santa,Telltale Games,GameTap,Dave Grossman,
http://www.wikidata.org/entity/Q2297514,Fighters Destiny,Genki,Ocean Software,,
http://www.wikidata.org/entity/Q2297514,Fighters Destiny,Imagineer,Ocean Software,,
http://www.wikidata.org/entity/Q2297514,Fighters Destiny,Genki,SouthPeak Games,,
http://www.wikidata.org/entity/Q2297514,Fighters Destiny,Imagineer,SouthPeak Games,,
http://www.wikidata.org/entity/Q2297702,Harvest Moon: A Wonderful Life,Victor Interactive Software,Natsume,,
http://www.wikidata.org/entity/Q2297756,Micro Maniacs,Codemasters,THQ,,
http://www.wikidata.org/entity/Q2297793,Lamune,,,,
http://www.wikidata.org/entity/Q2298157,Harvest Moon: Back to Nature,Victor Interactive Software,Natsume,,
http://www.wikidata.org/entity/Q2547041,Silent Hunter II,,Ubisoft,,Kevin Manthei
http://www.wikidata.org/entity/Q2547348,Medal of Honor: Infiltrator,,Electronic Arts,,Allister Brimble
http://www.wikidata.org/entity/Q2547738,Imperium Romanum,Haemimont Games,Kalypso Media,,
http://www.wikidata.org/entity/Q2548236,Dead or Alive,Team Ninja,Tecmo,,
http://www.wikidata.org/entity/Q2548654,Hopkins FBI,,,,
http://www.wikidata.org/entity/Q2548952,War Wind,DreamForge Intertainment,Strategic Simulations,,
http://www.wikidata.org/entity/Q2549185,Top Gear 2,Gremlin Interactive,Kemco,,
http://www.wikidata.org/entity/Q2549831,Warrior,Tim Skelly,Vectorbeam,Tim Skelly,
http://www.wikidata.org/entity/Q2550015,Boogie Superstar,EA Montreal,Electronic Arts,,
http://www.wikidata.org/entity/Q2550114,Peggle,PopCap Games,Valve Corporation,,
http://www.wikidata.org/entity/Q2551647,Final Fantasy Crystal Chronicles: My Life as a King,Square Enix,Nintendo,,Kumi Tanioka
http://www.wikidata.org/entity/Q2552029,LostWinds,Frontier Developments,Frontier Developments,,
http://www.wikidata.org/entity/Q2552890,Beyond Castle Wolfenstein,Muse Software,Muse Software,,
http://www.wikidata.org/entity/Q2553121,Castlevania: Legacy of Darkness,,Konami,,
http://www.wikidata.org/entity/Q2553128,Metroid Prime Pinball,Silverball Studios,Nintendo,,Kenji Yamamoto
http://www.wikidata.org/entity/Q2553176,God Hand,Clover Studio,Capcom,,Masafumi Takada
http://www.wikidata.org/entity/Q2553382,Goof Troop,Capcom,Capcom,Shinji Mikami,
http://www.wikidata.org/entity/Q2554243,Super Ski II,,,,
http://www.wikidata.org/entity/Q2555199,Conflict: Vietnam,Pivotal Games,Square Enix Europe,,
http://www.wikidata.org/entity/Q2555717,Discipline: Record of a Crusade,Active,Media Blasters,,
http://www.wikidata.org/entity/Q2555717,Discipline: Record of a Crusade,Active,Active,,
http://www.wikidata.org/entity/Q2555753,Beyond Good & Evil 2,Ubisoft Montpellier,Ubisoft,,Christophe Héral
http://www.wikidata.org/entity/Q2555808,Q2555808,,,,
http://www.wikidata.org/entity/Q2556000,Gangster Town,Sega,Sega,,
http://www.wikidata.org/entity/Q2556392,Weird Worlds: Return to Infinite Space,Digital Eel,,,
http://www.wikidata.org/entity/Q2556692,Tatsunoko vs. Capcom: Ultimate All-Stars,Eighting,Capcom,,
http://www.wikidata.org/entity/Q2556701,Chibi-Robo!,skip Ltd.,"Bandai Co., Ltd.",,
http://www.wikidata.org/entity/Q2557193,Guitar Hero III Mobile,,,,
http://www.wikidata.org/entity/Q2557356,Ninja Gaiden II,Team Ninja,Microsoft,Tomonobu Itagaki,
http://www.wikidata.org/entity/Q2557419,Peter Jackson's King Kong,Ubisoft Milan,Ubisoft,,Chance Thomas
http://www.wikidata.org/entity/Q2557573,Plotting,Taito Corporation,Taito Corporation,,
http://www.wikidata.org/entity/Q2557828,Q2557828,,,,
http://www.wikidata.org/entity/Q2558030,"Warhammer 40,000: Space Marine",Relic Entertainment,THQ,,
http://www.wikidata.org/entity/Q2558242,Crystal Defenders,Square Enix,Square Enix,,
http://www.wikidata.org/entity/Q2558253,Majesty 2: The Fantasy Kingdom Sim,1C Company,1C Company,,
http://www.wikidata.org/entity/Q2558619,Grand Prix 4,MicroProse,Infogrames,Geoff Crammond,James Hannigan
http://www.wikidata.org/entity/Q2558736,Ace Combat 04: Shattered Skies,Namco,Sony Interactive Entertainment,,
http://www.wikidata.org/entity/Q2558736,Ace Combat 04: Shattered Skies,Namco,Namco,,
http://www.wikidata.org/entity/Q2559001,50 Cent: Blood on the Sand,Swordfish Studios,THQ,,Swizz Beatz
http://www.wikidata.org/entity/Q2559147,Surf Ninjas,,,,
http://www.wikidata.org/entity/Q2559304,Hacker II: The Doomsday Papers,Activision Publishing,,,
http://www.wikidata.org/entity/Q2559819,Marvel Super Heroes,Capcom,Capcom,,
http://www.wikidata.org/entity/Q2560049,Pokémon Trading Card Game,Hudson Soft,Nintendo,,
http://www.wikidata.org/entity/Q2560084,Q2560084,,,,
http://www.wikidata.org/entity/Q2560124,Tower Bloxx,Digital Chocolate,Digital Chocolate,,
http://www.wikidata.org/entity/Q2560167,Red Faction: Armageddon,Deep Silver Volition,THQ,,Brian Reitzell
http://www.wikidata.org/entity/Q2560415,N+,Slick Entertainment,Metanet Software,,
http://www.wikidata.org/entity/Q2561031,Castlevania: The Dracula X Chronicles,,Konami,,
http://www.wikidata.org/entity/Q2561280,Dragon Ball Z: Super Butōden,"Bandai Co., Ltd.","Bandai Co., Ltd.",,
http://www.wikidata.org/entity/Q2561727,Castlevania Judgment,Konami,Konami,,Yasushi Asada
http://www.wikidata.org/entity/Q2562085,The Ooze,Sonic Team,Sega,Stieg Hedlund,Howard Drossin
http://www.wikidata.org/entity/Q2562228,Castlevania: Circle of the Moon,Konami,Konami,,
http://www.wikidata.org/entity/Q2562250,The Legend of Dragoon,Sony Interactive Entertainment,Sony Interactive Entertainment,,
http://www.wikidata.org/entity/Q2562523,Urban Rivals,,,,
http://www.wikidata.org/entity/Q2562585,Castlevania II: Belmont's Revenge,Konami,Konami,,
http://www.wikidata.org/entity/Q2562672,FIFA 2000,EA Vancouver,EA Sports,,
http://www.wikidata.org/entity/Q2562893,Mystical Ninja Starring Goemon,Konami,Konami,,
http://www.wikidata.org/entity/Q2563041,Castlevania: The Adventure,Konami,Konami,,
http://www.wikidata.org/entity/Q2563067,Kiss: Psycho Circus: The Nightmare Child,,Gathering of Developers,,
http://www.wikidata.org/entity/Q2563070,Out Run Europa,Acclaim Studios London,U.S. Gold,,Matt Furniss
http://www.wikidata.org/entity/Q2563667,Q2563667,,,,
http://www.wikidata.org/entity/Q2563820,Q2563820,,,,
http://www.wikidata.org/entity/Q2563834,Guitar Hero On Tour: Decades,,,,
http://www.wikidata.org/entity/Q2564263,Borobodur: The Planet of Doom,,,,
http://www.wikidata.org/entity/Q2564473,Rogue Warrior,Rebellion Developments,Bethesda Softworks,,Mark Rutherford
http://www.wikidata.org/entity/Q2564564,Q2564564,,,,
http://www.wikidata.org/entity/Q2564619,Infinite Undiscovery,tri-Ace,Square Enix,,Motoi Sakuraba
http://www.wikidata.org/entity/Q2564684,Donkey Kong,Nintendo Entertainment Analysis & Development,Nintendo,,
http://www.wikidata.org/entity/Q2564704,Kuru Kuru Kururin,Eighting,Nintendo,,Atsuhiro Motoyama
http://www.wikidata.org/entity/Q2564813,Q2564813,,,,
http://www.wikidata.org/entity/Q2564819,Atomic Bomberman,Interplay Entertainment,Interplay Entertainment,,
http://www.wikidata.org/entity/Q2565163,The Flintstones: The Rescue of Dino & Hoppy,Taito Corporation,Mattel,,
http://www.wikidata.org/entity/Q2565269,ChuChu Rocket!,Sonic Team,Sega,,Tomoya Ohtani
http://www.wikidata.org/entity/Q2565289,DX-Ball,,,Seumas McNally,
http://www.wikidata.org/entity/Q2565421,Final Fantasy Crystal Chronicles: The Crystal Bearers,Square Enix,Square Enix,,Ryo Yamazaki
http://www.wikidata.org/entity/Q2565615,Fire Emblem: Mystery of the Emblem,Nintendo,Nintendo,Shouzou Kaga,Yuka Tsujiyoko
http://www.wikidata.org/entity/Q2565619,Q2565619,,,,
http://www.wikidata.org/entity/Q2565757,Kid Icarus: Of Myths and Monsters,Nintendo,Nintendo,,
http://www.wikidata.org/entity/Q2565784,Q2565784,,,,
http://www.wikidata.org/entity/Q2566266,Tiny Toon Adventures: ACME All-Stars,Konami,Konami,,
http://www.wikidata.org/entity/Q2566268,Q2566268,,,,
http://www.wikidata.org/entity/Q2566656,Sigma Harmonics,Square Enix,Square Enix,,Masashi Hamauzu
http://www.wikidata.org/entity/Q2566745,Fatal Frame: Mask of the Lunar Eclipse,Grasshopper Manufacture,Nintendo,,Masafumi Takada
